Instancias\Testes\Evolutivo Instancia-Ins1-Pr0.050000-Pm0.050000-Ger10-Pop10-Iter100;;;;;;;;
Iteracao;Probbilidade de mutacao;Probabilidade de crossover;Tamanho da populacao;Maximo Geracoes;Solucao;MBF;Percentagem de Invalidos;Melhor
53;0.050000;0.050000;10;10;7 8 9 14 28 ;-36.490566;100.000000;0
54;0.050000;0.050000;10;10;4 6 10 14 15 16 19 21 24 25 ;-36.555557;100.000000;0
55;0.050000;0.050000;10;10;1 5 7 9 13 16 22 23 28 ;-36.654545;100.000000;0
56;0.050000;0.050000;10;10;1 2 11 13 15 18 24 ;-36.321430;100.000000;0
57;0.050000;0.050000;10;10;12 13 14 17 20 21 25 27 28 ;-36.210526;100.000000;0
58;0.050000;0.050000;10;10;4 6 8 10 11 12 16 19 23 ;-36.310345;100.000000;0
59;0.050000;0.050000;10;10;1 2 4 6 7 10 14 16 18 24 27 ;-36.677967;100.000000;0
60;0.050000;0.050000;10;10;1 2 3 7 11 16 17 19 22 23 26 ;-36.933334;100.000000;0
61;0.050000;0.050000;10;10;5 8 12 13 15 16 21 23 27 ;-36.885246;100.000000;0
62;0.050000;0.050000;10;10;3 5 6 16 20 22 24 25 28 ;-36.903225;100.000000;0
63;0.050000;0.050000;10;10;8 13 16 17 19 21 24 28 ;-36.761906;100.000000;0
64;0.050000;0.050000;10;10;6 8 10 13 14 21 22 24 28 ;-36.875000;100.000000;0
65;0.050000;0.050000;10;10;8 13 14 17 22 25 ;-36.646152;100.000000;0
66;0.050000;0.050000;10;10;3 11 12 15 16 21 23 24 26 ;-36.696968;100.000000;0
67;0.050000;0.050000;10;10;2 12 13 17 18 19 23 27 ;-36.597015;100.000000;0
68;0.050000;0.050000;10;10;9 11 12 15 17 19 26 ;-36.441177;100.000000;0
69;0.050000;0.050000;10;10;1 4 5 9 11 17 20 23 25 ;-36.521740;100.000000;0
70;0.050000;0.050000;10;10;1 11 12 15 16 18 21 22 24 27 ;-36.599998;100.000000;0
71;0.050000;0.050000;10;10;1 2 6 8 10 13 15 17 18 23 ;-36.816902;100.000000;0
72;0.050000;0.050000;10;10;1 2 3 5 9 10 16 17 23 28 ;-36.944443;100.000000;0
73;0.050000;0.050000;10;10;14 17 20 21 23 24 25 27 ;-36.821918;100.000000;0
74;0.050000;0.050000;10;10;1 3 6 10 11 13 16 17 18 21 ;-36.945946;100.000000;0
75;0.050000;0.050000;10;10;3 4 8 13 17 19 24 27 ;-36.933334;100.000000;0
76;0.050000;0.050000;10;10;2 8 9 10 19 20 22 26 27 ;-36.947369;100.000000;0
77;0.050000;0.050000;10;10;5 10 11 13 14 16 19 23 24 ;-37.038960;100.000000;0
78;0.050000;0.050000;10;10;1 5 7 17 21 22 24 27 ;-37.000000;100.000000;0
79;0.050000;0.050000;10;10;1 5 8 9 16 20 25 26 27 ;-37.063290;100.000000;0
80;0.050000;0.050000;10;10;1 3 4 6 11 13 16 17 18 22 ;-37.125000;100.000000;0
81;0.050000;0.050000;10;10;7 12 13 17 25 28 ;-36.938271;100.000000;0
82;0.050000;0.050000;10;10;1 10 16 20 21 23 27 28 ;-36.853657;100.000000;0
83;0.050000;0.050000;10;10;3 4 5 7 8 14 17 19 27 ;-36.891567;100.000000;0
84;0.050000;0.050000;10;10;2 5 6 7 8 19 23 25 ;-36.809525;100.000000;0
85;0.050000;0.050000;10;10;1 7 10 13 18 23 25 ;-36.729412;100.000000;0
86;0.050000;0.050000;10;10;1 10 16 20 21 22 23 25 ;-36.674419;100.000000;0
87;0.050000;0.050000;10;10;3 4 9 10 12 13 22 25 27 28 ;-36.873562;100.000000;0
88;0.050000;0.050000;10;10;2 7 10 19 25 26 ;-36.613636;100.000000;0
89;0.050000;0.050000;10;10;5 9 11 12 16 18 23 24 28 ;-36.696629;100.000000;0
90;0.050000;0.050000;10;10;6 8 9 11 14 15 19 23 24 ;-36.777779;100.000000;0
91;0.050000;0.050000;10;10;2 8 9 11 14 15 19 21 23 24 ;-36.989010;100.000000;0
92;0.050000;0.050000;10;10;1 5 8 21 22 25 26 ;-36.847828;100.000000;0
93;0.050000;0.050000;10;10;1 2 11 13 14 16 18 ;-36.623657;100.000000;0
94;0.050000;0.050000;10;10;5 13 16 17 19 23 25 ;-36.468086;100.000000;0
95;0.050000;0.050000;10;10;5 7 8 11 15 17 21 22 24 25 28 ;-36.778946;100.000000;0
96;0.050000;0.050000;10;10;2 8 10 18 19 21 24 25 28 ;-36.812500;100.000000;0
97;0.050000;0.050000;10;10;8 15 16 18 19 20 26 27 ;-36.721649;100.000000;0
98;0.050000;0.050000;10;10;7 8 9 10 15 17 18 20 23 26 ;-36.673470;100.000000;0
99;0.050000;0.050000;10;10;1 3 5 10 14 16 20 25 27 ;-36.747475;100.000000;0
2;0.050000;0.050000;10;10;15 19 20 25 27 28 ;-36.380001;100.000000;0
