Instancias\Testes\Evolutivo Instancia-Ins1-Pr0.010000-Pm0.010000-Ger50-Pop50-Iter100;;;;;;;;
Iteracao;Probbilidade de mutacao;Probabilidade de crossover;Tamanho da populacao;Maximo Geracoes;Solucao;MBF;Percentagem de Invalidos;Melhor
91;0.010000;0.010000;50;50;7 8 9 10 20 21 22 26 ;-20.307692;100.000000;0
92;0.010000;0.010000;50;50;1 2 4 8 10 24 ;-20.260870;100.000000;0
93;0.010000;0.010000;50;50;2 6 9 12 19 28 ;-20.258064;100.000000;0
94;0.010000;0.010000;50;50;1 3 4 5 16 18 ;-20.170214;100.000000;0
95;0.010000;0.010000;50;50;2 9 14 18 26 28 ;-20.147367;100.000000;0
96;0.010000;0.010000;50;50;2 6 8 11 16 24 ;-20.125000;100.000000;0
97;0.010000;0.010000;50;50;3 13 17 20 23 28 ;-20.061855;100.000000;0
98;0.010000;0.010000;50;50;1 4 13 19 20 21 25 27 ;-20.204082;100.000000;0
99;0.010000;0.010000;50;50;2 7 9 13 14 20 24 ;-20.202021;100.000000;0
20;0.010000;0.010000;50;50;1 7 17 ;-20.000000;100.000000;0
