Trepa-Colinas;;;;
Iteracao;Solucao;MBF;Custo;Best
69;2 3 4 10 16 17 18 20 25 26 32 36 37 45 46 49 60 61 64 ;-477.739136;-304;0
70;2 6 7 8 10 11 15 16 21 22 26 30 34 36 38 40 41 42 43 44 46 47 48 54 55 56 57 60 61 ;-481.228577;-722;0
71;1 5 6 11 13 14 15 16 18 19 20 24 29 30 33 40 44 49 51 52 54 58 59 60 61 62 63 64 ;-484.084503;-684;0
72;7 8 11 13 17 19 20 24 25 29 31 32 34 38 42 45 47 50 53 57 59 64 ;-483.250000;-424;0
73;1 9 10 12 14 19 20 24 25 27 31 34 36 41 43 48 52 55 63 ;-480.849304;-308;0
74;3 6 8 10 14 17 20 22 23 25 28 29 32 34 39 40 41 47 51 60 62 63 64 ;-480.729736;-472;0
75;1 2 4 5 16 21 22 24 30 34 36 44 46 47 48 50 51 53 56 60 61 ;-479.386658;-380;0
76;1 2 3 6 8 14 18 20 21 23 25 28 30 31 33 36 38 41 42 44 45 46 48 52 53 56 60 61 62 ;-482.815796;-740;0
77;6 9 12 13 15 24 27 28 29 31 34 38 42 46 47 49 51 58 ;-480.103882;-274;0
78;3 4 5 6 7 11 17 19 30 33 45 47 48 49 51 52 53 56 59 63 ;-478.333344;-342;0
79;1 10 11 13 16 18 19 23 27 30 34 37 40 41 42 45 47 51 54 55 56 57 61 63 ;-478.708862;-508;0
80;5 6 8 10 12 14 15 16 20 21 25 28 30 31 32 33 36 37 41 42 45 46 48 50 52 53 60 63 64 ;-481.825012;-728;0
81;1 5 10 12 13 21 22 24 26 27 28 30 31 33 38 39 40 48 51 53 56 58 59 60 62 ;-482.592590;-544;0
82;3 6 7 9 10 12 14 19 20 21 22 23 24 31 36 38 39 40 41 44 46 47 48 51 52 53 56 57 64 ;-485.585358;-728;0
83;2 5 7 8 16 17 20 23 25 26 27 32 34 35 36 37 39 43 46 48 49 51 52 53 59 60 62 63 64 ;-488.602417;-736;0
84;1 3 7 8 9 10 13 15 18 19 25 29 31 37 41 42 43 46 47 49 50 53 57 58 61 ;-489.119049;-532;0
85;1 2 4 7 10 13 18 19 20 21 28 31 32 33 35 36 45 51 52 59 62 ;-487.811768;-378;0
86;1 2 8 9 10 12 19 22 26 31 32 34 35 37 39 40 50 60 61 62 ;-486.232544;-352;0
87;2 4 5 6 7 11 20 23 25 30 33 38 43 44 47 49 52 53 58 59 60 ;-485.057465;-384;0
88;1 3 5 6 9 11 13 15 18 19 25 26 27 29 33 36 39 40 41 50 51 52 60 61 62 ;-485.636353;-536;0
89;2 7 8 12 18 19 20 22 27 30 31 32 34 35 36 41 43 44 45 46 50 54 56 59 64 ;-486.269653;-542;0
90;4 9 11 13 18 20 23 26 29 30 31 35 36 38 39 40 41 43 45 48 50 51 52 53 54 59 60 ;-487.866669;-630;0
91;1 4 5 15 16 17 19 21 23 25 27 29 30 32 33 37 38 39 43 52 54 55 57 60 61 ;-488.483521;-544;0
92;1 4 9 10 11 13 15 19 21 26 34 41 42 44 46 47 48 50 52 58 60 61 62 63 ;-488.521729;-492;0
93;2 4 11 12 13 15 18 28 29 31 33 38 42 45 47 48 50 51 55 56 62 63 64 ;-488.193542;-458;0
94;1 4 6 8 9 10 16 17 18 19 20 24 27 29 32 34 36 39 43 51 52 59 63 ;-487.829773;-454;0
95;3 4 7 10 12 14 15 19 21 22 24 25 26 27 31 37 40 41 44 47 48 51 52 54 57 62 63 ;-489.494751;-646;0
96;3 6 18 22 25 27 30 35 37 38 41 43 44 49 50 52 55 62 63 64 ;-488.000000;-346;0
97;1 2 4 7 8 12 13 14 16 18 22 23 24 26 28 33 34 35 37 39 41 44 45 53 54 62 ;-488.948456;-580;0
98;1 3 4 10 15 16 17 19 20 21 25 32 33 35 36 38 39 40 43 46 47 50 52 54 55 56 57 58 59 60 62 63 ;-493.081635;-894;0
99;6 14 15 16 18 19 23 26 29 31 33 36 41 45 49 52 53 59 60 ;-491.252533;-312;0
100;1 2 3 4 7 12 17 21 24 27 29 30 32 33 36 37 38 41 52 56 64 ;-490.100006;-376;0
101;6 7 9 10 19 20 21 23 24 28 34 35 37 40 42 44 45 51 52 58 59 62 63 ;-489.861389;-466;0
102;1 2 6 10 11 12 13 14 17 22 24 27 30 35 36 39 41 43 49 54 59 62 63 64 ;-489.921570;-496;0
103;2 6 10 12 13 18 20 21 23 24 27 29 30 31 32 36 42 44 47 51 54 56 57 60 ;-490.058258;-504;0
104;1 12 13 16 18 19 20 21 23 30 31 34 39 42 43 44 47 51 52 54 57 59 63 ;-489.807678;-464;0
105;2 5 7 9 10 16 20 30 31 32 33 34 35 40 46 47 50 52 54 55 59 60 ;-489.257141;-432;0
106;1 5 7 8 10 11 17 18 19 20 24 25 27 29 31 32 33 39 43 44 48 49 52 53 55 56 58 59 61 ;-491.603760;-738;0
107;1 2 4 7 10 11 15 16 23 27 35 42 45 47 50 52 53 54 60 ;-489.925232;-312;0
108;1 2 3 4 6 9 10 12 14 15 22 23 24 25 26 28 32 33 35 36 41 49 54 55 56 ;-490.296295;-530;0
109;3 4 5 7 18 20 24 28 31 32 34 35 38 39 42 45 48 53 54 56 58 60 61 63 ;-490.385315;-500;0
110;1 2 6 7 9 14 22 23 25 28 29 31 34 41 45 47 48 49 58 59 60 61 62 ;-490.127258;-462;0
111;4 7 10 11 12 13 14 17 23 27 30 31 37 40 41 44 45 50 52 54 55 56 59 62 63 ;-490.630646;-546;0
112;1 2 6 9 10 12 13 16 19 20 23 24 26 28 30 32 33 38 40 43 45 46 47 55 56 58 59 ;-491.892853;-632;0
113;1 3 10 12 14 15 18 21 22 23 24 25 29 32 34 37 41 46 49 50 54 58 59 ;-491.699127;-470;0
114;2 3 9 12 17 19 20 22 31 35 41 43 45 48 49 50 51 53 54 57 59 60 ;-491.035095;-416;0
115;1 5 8 9 13 14 16 19 25 29 30 31 32 33 37 40 41 44 45 46 47 49 50 54 55 56 60 ;-492.260864;-632;0
116;2 4 15 17 19 23 24 29 40 42 47 50 51 52 58 59 61 ;-490.155182;-248;0
117;4 9 11 19 21 28 29 30 31 32 35 37 43 44 45 46 47 55 57 58 60 62 ;-489.555542;-420;0
118;3 14 16 17 20 21 26 27 29 30 32 34 36 37 47 50 51 56 57 58 60 62 63 ;-489.406769;-472;0
119;6 8 9 12 15 22 25 27 28 30 34 35 36 41 43 44 45 46 47 48 49 55 56 58 63 64 ;-490.268921;-592;0
120;3 7 10 11 12 14 18 24 31 32 39 40 42 47 49 56 58 59 ;-488.500000;-278;0
121;2 4 7 8 10 11 12 14 21 23 26 27 29 30 42 44 45 47 49 50 54 59 62 63 ;-488.578522;-498;0
122;2 3 7 13 15 17 19 20 23 27 29 30 32 38 40 47 51 56 57 59 63 ;-487.672119;-378;0
123;1 4 7 8 9 14 16 18 19 22 24 25 26 27 28 32 37 39 43 44 45 47 51 57 58 59 60 64 ;-489.219513;-678;0
124;2 3 5 8 9 16 18 19 20 22 26 31 34 38 40 41 48 49 51 55 57 61 62 64 ;-489.354828;-506;0
125;3 5 6 7 11 14 20 21 22 23 26 28 30 33 35 36 37 38 46 48 54 55 58 60 61 63 64 ;-490.480011;-630;0
126;1 6 7 8 18 19 20 21 22 23 25 31 34 36 51 52 56 58 62 63 64 ;-489.571442;-376;0
127;1 7 10 23 24 28 30 36 40 41 42 43 45 55 56 60 64 ;-487.637787;-244;0
128;4 7 12 24 30 31 33 39 40 44 48 51 52 54 56 58 59 63 ;-486.000000;-278;0
129;1 4 7 11 12 16 20 22 23 24 25 33 34 39 41 48 53 54 55 ;-484.604645;-306;0
130;2 8 10 12 13 14 17 23 24 27 29 30 31 39 40 41 43 44 45 47 48 54 57 58 61 62 ;-485.353851;-582;0
131;1 3 7 8 11 12 13 18 19 20 21 26 27 30 33 36 38 39 41 46 47 53 54 56 57 58 60 61 64 ;-487.404572;-754;0
132;8 9 11 15 16 21 22 23 26 33 36 37 38 39 40 42 47 48 51 52 57 58 ;-486.863647;-416;0
133;1 2 8 10 11 13 15 16 20 25 27 28 30 31 40 46 50 51 54 55 57 60 62 ;-486.706757;-466;0
134;2 4 10 13 15 16 17 19 22 24 30 31 32 34 39 42 43 46 47 48 52 55 58 64 ;-486.805969;-500;0
135;7 8 10 11 13 18 19 20 23 26 28 30 34 36 39 41 53 ;-485.037048;-248;0
136;4 5 6 9 14 15 17 19 20 21 24 29 30 33 35 36 37 38 39 40 42 44 45 48 49 52 57 58 61 ;-486.882355;-736;0
137;1 6 8 12 13 14 19 23 26 29 30 32 50 51 54 55 59 60 63 ;-485.576630;-308;0
138;1 3 7 10 16 24 27 28 29 31 34 37 38 43 45 47 48 52 54 57 ;-484.623199;-354;0
139;1 3 5 6 7 8 9 11 16 17 20 21 22 27 29 39 44 48 53 62 ;-483.553955;-336;0
140;6 11 13 15 20 21 23 25 30 36 37 38 41 42 44 47 49 50 51 56 60 61 63 ;-483.514282;-478;0
141;5 6 7 8 10 16 17 22 23 25 27 31 41 42 43 45 48 49 52 56 58 59 ;-483.063843;-420;0
142;1 3 4 8 12 13 18 19 20 22 31 36 39 40 41 47 51 53 54 60 61 62 63 ;-482.901398;-460;0
143;2 9 15 18 19 21 24 34 43 47 49 50 56 59 62 63 64 ;-481.230774;-244;0
144;2 5 6 7 9 10 12 15 21 24 25 26 29 30 31 32 34 36 37 38 40 41 42 53 54 61 ;-481.875000;-574;0
145;1 6 11 14 18 26 28 30 31 35 37 39 40 48 52 53 59 63 64 ;-480.717255;-314;0
146;2 5 7 8 13 14 15 22 25 27 32 34 36 38 39 42 50 54 57 58 60 62 63 ;-480.575348;-460;0
147;2 5 6 9 13 17 18 20 21 31 33 34 35 36 38 42 43 46 54 55 57 58 60 ;-480.421783;-458;0
148;1 10 13 14 16 19 20 22 23 25 27 28 29 42 43 53 54 55 57 58 61 62 63 ;-480.229736;-452;0
149;4 9 12 15 17 21 23 24 25 26 33 34 38 42 43 44 47 48 53 54 56 60 63 64 ;-480.335571;-496;0
150;2 8 11 12 14 17 19 27 30 31 34 35 37 40 44 47 48 53 54 55 56 58 59 60 62 64 ;-481.079987;-592;0
151;2 3 12 16 18 19 21 22 24 29 38 40 41 43 44 45 46 53 57 59 62 63 ;-480.688751;-422;0
152;1 2 5 6 9 16 17 20 21 24 26 28 31 34 35 37 38 40 43 46 47 51 53 57 61 63 ;-481.434204;-594;0
153;1 3 5 6 8 10 11 14 15 16 19 22 23 25 27 28 37 40 42 43 44 46 47 49 54 56 60 62 63 ;-483.124176;-740;0
154;1 2 3 4 5 13 14 15 18 19 21 22 24 28 36 37 38 39 40 41 42 47 48 51 52 56 57 62 ;-484.467529;-690;0
155;4 6 8 11 12 14 18 19 20 25 30 31 33 34 37 40 42 45 48 50 52 55 61 62 64 ;-484.903229;-552;0
156;1 2 6 7 13 14 15 18 19 26 33 34 36 43 44 46 51 54 56 58 60 63 64 ;-484.743591;-460;0
157;1 3 4 6 9 19 20 21 23 24 27 29 30 31 32 36 39 42 43 45 47 48 49 52 53 54 55 57 58 60 63 ;-487.070068;-850;0
158;3 8 11 13 15 21 22 26 27 29 33 34 35 37 38 40 45 46 50 54 56 57 59 62 ;-487.113922;-494;0
159;3 4 7 11 13 14 20 21 24 26 27 28 31 34 35 41 42 44 48 52 54 57 58 62 64 ;-487.509430;-550;0
160;2 4 5 7 12 13 14 20 22 24 27 32 38 39 40 48 49 50 ;-486.200012;-278;0
161;1 4 6 7 8 9 12 16 20 21 24 25 27 29 31 32 35 36 37 40 47 49 50 52 53 55 63 ;-487.118011;-634;0
162;1 6 7 8 10 11 15 16 18 20 21 22 24 27 28 29 35 36 39 43 47 54 56 58 60 64 ;-487.728394;-586;0
163;1 6 16 17 22 25 28 30 32 33 35 37 40 44 48 51 52 53 57 58 61 64 ;-487.300629;-418;0
164;3 5 7 10 12 19 21 26 31 34 35 37 38 41 43 44 47 55 56 59 60 64 ;-486.890259;-420;0
165;1 2 5 7 9 10 16 17 18 19 25 27 29 30 34 35 38 41 42 48 51 53 54 58 59 60 62 ;-487.769684;-632;0
166;3 4 7 8 13 15 16 18 21 22 23 24 25 28 29 32 38 40 42 43 45 47 49 50 53 54 58 ;-488.614471;-628;0
167;1 2 8 15 16 18 20 23 25 30 34 38 40 48 51 54 55 56 57 59 60 61 63 ;-488.419159;-456;0
168;2 3 4 9 13 16 18 19 20 23 24 25 26 30 31 37 42 47 48 51 58 60 ;-488.000000;-418;0
169;2 5 8 10 11 12 13 15 19 20 23 24 25 26 27 28 29 32 36 37 40 41 42 43 48 49 53 55 56 63 64 ;-490.094666;-842;0
170;4 7 9 11 18 19 20 21 31 32 36 38 39 41 42 44 49 56 57 61 62 63 ;-489.729401;-428;0
171;3 5 8 15 16 21 23 24 34 36 40 42 43 44 47 49 52 53 56 57 60 62 64 ;-489.508759;-452;0
172;6 9 10 11 12 13 14 20 23 24 28 29 30 31 33 34 35 39 40 41 45 46 50 56 57 58 ;-490.058136;-584;0
173;1 7 10 11 14 16 17 18 20 24 28 32 33 35 38 39 41 46 47 51 52 55 60 63 ;-490.104034;-498;0
174;2 4 8 10 13 14 15 16 22 26 30 33 41 42 47 52 56 58 59 61 62 ;-489.436768;-374;0
175;5 8 13 14 15 22 24 25 27 29 33 34 36 41 47 51 53 55 57 58 59 60 63 ;-489.245728;-456;0
176;1 6 8 12 16 19 21 23 24 27 28 30 32 38 40 42 44 48 51 52 55 57 58 60 ;-489.238647;-488;0
177;4 11 16 18 19 23 25 28 29 30 42 43 46 50 52 53 54 56 57 59 ;-488.463287;-352;0
178;8 11 12 17 18 21 23 24 26 27 29 34 35 36 37 41 50 51 53 56 58 61 63 ;-488.314606;-462;0
179;1 2 4 11 12 14 17 19 20 26 27 29 31 32 39 40 41 45 46 47 51 52 53 56 61 63 ;-488.882690;-590;0
180;3 4 5 8 9 11 16 18 20 24 25 28 35 37 38 40 41 45 53 57 59 60 62 ;-488.700012;-456;0
181;1 2 3 5 10 11 12 21 24 26 27 28 30 36 37 38 40 41 46 50 55 59 61 ;-488.574585;-466;0
182;2 3 5 7 12 14 17 22 27 36 40 43 48 50 51 54 62 63 64 ;-487.659332;-322;0
183;3 4 6 9 11 12 17 18 19 21 24 27 28 31 33 34 36 38 39 44 46 47 48 50 54 55 57 61 63 ;-489.038239;-740;0
184;7 13 14 17 20 28 30 33 37 38 40 51 58 61 62 64 ;-487.576080;-220;0
185;1 4 5 6 7 8 10 14 17 21 23 25 30 39 40 42 48 49 50 51 54 55 64 ;-487.372986;-450;0
186;9 10 11 17 19 21 22 24 25 26 27 28 31 33 38 40 44 45 48 49 50 52 53 56 58 63 ;-487.913971;-588;0
187;3 4 8 16 20 25 27 28 31 33 42 44 45 48 49 55 58 61 ;-486.791443;-278;0
188;2 3 6 11 12 21 25 27 28 30 34 36 38 41 42 45 50 53 55 56 58 59 62 63 ;-486.872345;-502;0
189;2 13 18 22 24 27 32 34 36 39 46 47 48 50 55 59 63 ;-485.566132;-240;0
190;6 7 8 13 14 16 20 23 29 30 32 33 37 39 42 43 46 49 52 55 59 60 62 ;-485.399994;-454;0
191;1 7 8 9 11 12 14 19 20 27 29 30 32 38 40 41 43 46 48 49 54 56 59 62 63 ;-485.706818;-544;0
192;1 3 6 10 11 12 13 17 18 19 29 32 36 38 39 40 42 44 45 46 47 49 51 52 57 58 59 60 63 ;-487.000000;-734;0
193;4 6 10 11 12 18 26 29 30 31 32 34 35 37 38 43 45 46 47 49 50 54 57 59 60 63 64 ;-487.751282;-632;0
194;3 4 8 12 15 21 22 24 26 27 28 35 36 38 45 47 48 50 53 54 60 61 ;-487.381439;-416;0
195;2 4 8 10 14 21 22 26 32 35 38 39 40 41 44 47 48 49 50 53 60 64 ;-487.035889;-420;0
196;1 2 3 7 9 15 16 21 23 28 29 30 31 34 40 41 45 48 49 50 52 53 54 57 59 60 63 ;-487.795929;-636;0
197;2 3 6 10 13 14 15 16 17 18 19 21 24 25 31 36 37 39 43 47 53 54 56 57 62 63 ;-488.335022;-594;0
198;8 10 12 13 14 16 21 22 23 28 30 33 37 38 41 44 45 49 50 58 61 62 63 64 ;-488.373749;-496;0
199;2 4 9 11 14 17 18 19 20 21 27 28 29 31 33 35 37 38 41 43 44 46 58 60 64 ;-488.623108;-538;0
200;2 6 11 15 17 19 23 26 28 29 30 37 38 39 46 48 49 57 60 63 ;-487.929993;-350;0
201;1 4 7 9 11 18 25 27 30 32 33 34 35 41 43 46 49 50 56 60 ;-487.213928;-344;0
202;2 5 7 11 12 13 16 21 22 23 24 25 26 28 30 31 35 36 41 44 47 51 61 62 63 ;-487.524750;-550;0
203;1 2 4 5 14 17 20 21 22 25 27 28 35 36 37 39 40 41 46 49 51 54 55 58 60 ;-487.802948;-544;0
204;1 2 3 4 5 6 15 17 22 25 26 27 29 30 31 34 36 37 42 43 46 51 53 55 59 62 ;-488.274506;-584;0
205;6 7 9 10 17 18 21 25 27 28 30 36 43 44 46 49 57 58 59 60 62 63 ;-487.912201;-414;0
206;7 10 15 17 20 25 30 34 36 38 39 40 41 48 51 53 54 57 60 61 63 ;-487.427185;-388;0
207;4 9 14 16 17 20 30 31 33 34 36 48 49 51 54 64 ;-486.125610;-218;0
208;4 6 7 8 10 15 19 25 27 31 32 36 45 46 49 50 51 53 55 56 60 62 ;-485.826935;-424;0
209;2 4 6 8 10 13 17 21 22 23 26 30 31 35 40 55 56 62 63 ;-484.947357;-302;0
210;3 4 7 14 15 19 20 24 26 28 30 32 36 38 42 44 45 47 49 56 57 61 ;-484.619049;-416;0
211;13 16 18 19 24 26 27 34 35 36 37 38 39 41 42 44 50 52 53 56 57 58 63 64 ;-484.691956;-500;0
212;2 6 7 8 15 18 19 21 22 37 38 41 43 52 54 55 58 60 63 ;-483.867920;-310;0
213;2 6 7 13 16 27 34 35 36 37 41 42 46 51 53 54 56 59 62 63 ;-483.230042;-348;0
214;1 4 6 7 13 14 17 19 22 24 26 27 29 31 39 40 41 42 43 44 47 51 55 63 64 ;-483.542053;-550;0
215;1 3 7 9 10 12 15 16 20 25 26 27 30 32 33 34 38 40 42 46 49 50 51 52 56 60 62 ;-484.232544;-632;0
216;3 5 8 9 10 13 19 21 25 27 30 33 38 39 40 43 44 45 49 54 56 62 64 ;-484.138885;-464;0
217;3 4 6 7 8 11 12 13 14 15 16 22 23 24 28 32 35 37 39 42 43 44 45 46 49 51 53 55 57 61 63 ;-485.695862;-822;0
218;5 7 10 14 17 18 19 21 23 27 29 31 37 38 40 42 44 45 48 49 50 52 53 55 57 61 62 63 ;-486.568817;-676;0
219;1 3 7 11 14 17 21 22 23 29 32 34 36 39 43 46 47 48 49 50 53 54 58 59 60 62 ;-487.022827;-586;0
220;1 5 7 8 9 10 16 21 22 23 24 25 30 32 35 37 38 40 43 46 47 49 55 61 63 ;-487.272736;-542;0
221;3 7 10 11 14 19 23 24 30 33 36 37 38 45 50 52 55 58 ;-486.316742;-276;0
222;2 3 5 7 11 13 19 23 24 25 28 30 31 33 36 37 38 40 44 47 53 54 55 56 61 ;-486.603607;-550;0
223;4 7 17 22 27 29 36 38 44 46 48 49 51 52 54 57 63 64 ;-485.668152;-278;0
224;2 4 9 11 12 13 15 16 20 21 23 26 29 30 31 32 37 38 39 41 48 49 50 53 54 57 58 ;-486.303558;-628;0
