Instancias\Testes\Evolutivo Instancia-Ins1-Pr0.010000-Pm0.010000-Ger250-Pop250-Iter100;;;;;;;;
Iteracao;Probbilidade de mutacao;Probabilidade de crossover;Tamanho da populacao;Maximo Geracoes;Solucao;MBF;Percentagem de Invalidos;Melhor
56;0.010000;0.010000;250;250;3 5 14 17 27 ;-9.178572;100.000000;0
57;0.010000;0.010000;250;250;21 22 23 24 26 ;-9.157895;100.000000;0
58;0.010000;0.010000;250;250;1 4 5 8 17 23 25 ;-9.206897;100.000000;0
59;0.010000;0.010000;250;250;10 11 14 ;-9.084745;100.000000;0
60;0.010000;0.010000;250;250;3 6 10 13 15 ;-9.066667;100.000000;0
61;0.010000;0.010000;250;250;16 19 25 26 28 ;-9.016394;100.000000;0
62;0.010000;0.010000;250;250;5 8 24 26 ;-8.967742;100.000000;0
63;0.010000;0.010000;250;250;16 17 22 23 25 ;-8.952381;100.000000;0
64;0.010000;0.010000;250;250;3 5 10 13 18 ;-8.968750;100.000000;0
65;0.010000;0.010000;250;250;9 18 20 26 ;-8.861539;100.000000;0
66;0.010000;0.010000;250;250;8 9 23 24 26 27 ;-8.848485;100.000000;0
67;0.010000;0.010000;250;250;5 10 15 17 20 28 ;-8.925373;100.000000;0
68;0.010000;0.010000;250;250;1 4 7 10 11 16 22 ;-8.911765;100.000000;0
69;0.010000;0.010000;250;250;8 12 14 15 20 21 ;-8.898551;100.000000;0
70;0.010000;0.010000;250;250;22 25 26 27 ;-8.714286;100.000000;0
71;0.010000;0.010000;250;250;8 21 ;-8.619719;100.000000;0
72;0.010000;0.010000;250;250;6 11 14 21 24 ;-8.638889;100.000000;0
73;0.010000;0.010000;250;250;3 7 8 9 13 15 20 ;-8.684932;100.000000;0
74;0.010000;0.010000;250;250;1 3 5 11 13 ;-8.675675;100.000000;0
75;0.010000;0.010000;250;250;3 9 15 20 24 ;-8.666667;100.000000;0
76;0.010000;0.010000;250;250;1 8 9 15 27 ;-8.684211;100.000000;0
77;0.010000;0.010000;250;250;4 6 18 21 25 ;-8.701299;100.000000;0
78;0.010000;0.010000;250;250;1 7 8 13 20 26 ;-8.769231;100.000000;0
79;0.010000;0.010000;250;250;7 9 10 11 18 ;-8.784810;100.000000;0
80;0.010000;0.010000;250;250;4 7 ;-8.650000;100.000000;0
81;0.010000;0.010000;250;250;17 19 20 21 23 26 27 ;-8.765432;100.000000;0
82;0.010000;0.010000;250;250;7 12 15 20 ;-8.707317;100.000000;0
83;0.010000;0.010000;250;250;19 20 23 28 ;-8.650602;100.000000;0
84;0.010000;0.010000;250;250;8 23 27 28 ;-8.595238;100.000000;0
85;0.010000;0.010000;250;250;3 13 14 23 25 ;-8.611765;100.000000;0
86;0.010000;0.010000;250;250;12 15 17 28 ;-8.581395;100.000000;0
87;0.010000;0.010000;250;250;1 3 4 6 18 25 ;-8.643678;100.000000;0
88;0.010000;0.010000;250;250;1 2 11 25 ;-8.613636;100.000000;0
89;0.010000;0.010000;250;250;5 11 12 14 15 22 27 ;-8.674157;100.000000;0
90;0.010000;0.010000;250;250;1 3 11 19 21 ;-8.711111;100.000000;0
91;0.010000;0.010000;250;250;13 19 23 25 27 ;-8.725275;100.000000;0
92;0.010000;0.010000;250;250;5 7 8 12 14 15 ;-8.739130;100.000000;0
93;0.010000;0.010000;250;250;11 12 14 15 21 ;-8.591398;100.000000;0
94;0.010000;0.010000;250;250;1 9 14 15 ;-8.585107;100.000000;0
95;0.010000;0.010000;250;250;4 9 11 12 13 27 ;-8.642105;100.000000;0
96;0.010000;0.010000;250;250;1 3 8 12 16 19 ;-8.697917;100.000000;0
97;0.010000;0.010000;250;250;2 6 14 22 28 ;-8.731958;100.000000;0
98;0.010000;0.010000;250;250;4 11 12 14 23 27 ;-8.744898;100.000000;0
99;0.010000;0.010000;250;250;9 17 18 22 24 ;-8.757576;100.000000;0
93;0.010000;0.010000;250;250;11 12 14 15 21 ;-8.670000;100.000000;0
