Trepa-Colinas;;;;
Iteracao;Solucao;MBF;Custo;Best
86;10 13 14 15 17 23 24 ;-24.744186;-26;0
87;4 6 18 23 26 ;-24.620689;-14;0
88;3 4 10 20 21 25 26 28 ;-24.704546;-32;0
89;3 4 6 7 8 9 10 23 ;-24.696629;-24;0
90;3 4 5 8 14 16 19 23 ;-24.733334;-28;0
91;6 7 9 13 14 16 17 19 21 ;-24.879122;-38;0
92;3 4 7 10 13 17 18 19 24 27 ;-25.217392;-56;0
93;3 4 16 18 20 ;-25.053764;-10;0
94;8 10 11 17 20 23 27 ;-25.042553;-24;0
95;2 4 5 8 10 ;-24.863157;-8;0
96;8 11 12 13 15 ;-24.645834;-4;0
97;7 11 12 15 18 19 22 23 ;-24.762886;-36;0
98;7 10 12 13 24 25 26 ;-24.755102;-24;0
99;1 2 16 21 24 ;-24.606060;-10;0
65;5 14 25 26 ;-24.360001;-4;1
