Instancias\Testes\Evolutivo Instancia-Ins2-Pr0.010000-Pm0.010000-Ger10-Pop10-Iter100;;;;;;;;
Iteracao;Probbilidade de mutacao;Probabilidade de crossover;Tamanho da populacao;Maximo Geracoes;Solucao;MBF;Percentagem de Invalidos;Melhor
13;0.010000;0.010000;10;10;3 4 5 6 9 10 11 12 15 17 18 19 29 30 31 33 34 35 37 38 42 43 46 47 48 51 59 ;-559.230774;100.000000;0
14;0.010000;0.010000;10;10;2 4 6 11 14 20 27 28 30 35 38 44 46 48 49 50 51 53 60 61 62 ;-546.000000;100.000000;0
15;0.010000;0.010000;10;10;1 10 13 14 16 18 20 24 26 28 29 32 38 40 41 42 43 44 46 47 49 51 53 57 58 59 ;-548.533325;100.000000;0
16;0.010000;0.010000;10;10;1 9 10 13 16 18 19 22 23 24 26 30 31 35 36 39 42 44 47 48 51 52 56 58 64 ;-547.875000;100.000000;0
17;0.010000;0.010000;10;10;3 7 9 15 17 25 28 32 33 38 39 42 48 49 51 52 54 60 61 62 ;-536.235291;100.000000;0
18;0.010000;0.010000;10;10;3 4 7 10 11 12 13 16 17 18 20 33 34 36 37 39 44 47 48 50 51 52 54 57 59 60 ;-538.777771;100.000000;0
19;0.010000;0.010000;10;10;2 4 12 14 15 17 20 21 23 24 26 31 33 34 36 37 38 41 49 54 55 56 58 59 60 61 62 ;-544.210510;100.000000;0
20;0.010000;0.010000;10;10;2 4 5 14 16 17 22 24 26 28 34 36 38 39 41 45 47 49 51 56 57 58 60 63 ;-542.500000;100.000000;0
21;0.010000;0.010000;10;10;1 2 5 8 9 11 12 13 14 22 30 33 34 35 43 45 49 52 53 57 60 63 ;-536.666687;100.000000;0
22;0.010000;0.010000;10;10;2 4 5 7 9 12 13 17 19 30 34 38 39 40 41 43 45 46 48 50 56 59 63 64 ;-535.000000;100.000000;0
23;0.010000;0.010000;10;10;2 3 6 7 8 13 14 16 17 18 22 24 25 26 27 33 34 38 44 48 53 56 58 59 61 64 ;-537.391296;100.000000;0
24;0.010000;0.010000;10;10;3 4 9 13 15 17 20 24 25 27 31 34 35 36 37 40 42 44 45 49 53 57 60 61 62 ;-537.500000;100.000000;0
25;0.010000;0.010000;10;10;1 6 15 16 17 20 24 31 33 34 35 36 37 41 42 43 48 52 53 57 62 64 ;-532.719971;100.000000;0
26;0.010000;0.010000;10;10;5 10 12 13 14 15 16 17 23 25 26 28 31 32 33 36 41 42 45 47 48 52 55 57 58 60 ;-534.384644;100.000000;0
27;0.010000;0.010000;10;10;2 5 6 7 9 10 16 19 21 32 36 37 38 40 42 46 47 48 49 50 60 61 62 ;-531.703674;100.000000;0
28;0.010000;0.010000;10;10;3 5 7 10 13 15 17 18 19 23 24 27 29 30 37 39 41 44 45 48 53 54 55 56 58 59 60 64 ;-537.142883;100.000000;0
29;0.010000;0.010000;10;10;3 4 10 19 21 27 28 32 33 34 40 50 51 53 54 55 56 57 58 59 60 61 64 ;-534.068970;100.000000;0
30;0.010000;0.010000;10;10;3 4 7 12 14 15 18 19 21 22 28 30 31 33 36 38 45 46 51 52 53 58 61 62 63 ;-534.466675;100.000000;0
31;0.010000;0.010000;10;10;4 6 11 12 15 16 20 23 24 26 28 29 31 36 37 44 49 51 52 53 59 60 64 ;-531.677429;100.000000;0
32;0.010000;0.010000;10;10;2 3 5 6 9 10 13 16 18 20 21 22 26 31 35 36 38 39 40 41 42 43 52 54 56 63 64 ;-534.750000;100.000000;0
33;0.010000;0.010000;10;10;2 3 11 15 19 20 23 24 26 32 36 38 42 45 46 48 49 54 57 62 63 ;-530.303040;100.000000;0
34;0.010000;0.010000;10;10;3 4 6 8 9 16 18 22 24 28 29 31 32 33 35 37 40 41 45 48 54 56 61 62 ;-529.117676;100.000000;0
35;0.010000;0.010000;10;10;4 8 10 12 13 21 22 25 26 27 28 31 39 40 42 43 44 45 48 55 ;-523.657166;100.000000;0
36;0.010000;0.010000;10;10;1 2 4 6 9 10 12 16 17 19 20 24 32 33 35 36 38 41 42 43 44 45 47 52 55 59 60 ;-526.388916;100.000000;0
37;0.010000;0.010000;10;10;6 9 13 16 18 22 23 26 28 29 30 31 34 36 39 41 44 46 47 48 49 53 60 62 63 ;-526.972961;100.000000;0
38;0.010000;0.010000;10;10;4 5 7 11 13 22 23 28 29 31 32 35 36 37 39 40 46 49 51 59 63 ;-523.052612;100.000000;0
39;0.010000;0.010000;10;10;1 5 6 7 10 11 13 15 18 21 22 24 26 30 32 34 35 36 37 38 44 46 47 48 49 62 ;-524.666687;100.000000;0
40;0.010000;0.010000;10;10;1 3 4 6 8 9 12 14 18 19 20 25 26 27 29 32 33 34 36 37 38 46 50 53 54 55 61 62 ;-528.500000;100.000000;0
41;0.010000;0.010000;10;10;5 7 8 16 18 21 24 28 31 44 48 50 55 57 59 61 62 64 ;-522.439026;100.000000;0
42;0.010000;0.010000;10;10;1 4 5 9 10 12 14 15 18 21 26 28 30 34 37 39 42 44 46 48 49 53 59 60 64 ;-522.809509;100.000000;0
43;0.010000;0.010000;10;10;5 6 7 9 10 14 16 18 19 21 23 24 25 30 38 41 42 44 48 50 55 57 58 61 62 ;-523.162781;100.000000;0
44;0.010000;0.010000;10;10;1 6 7 8 9 10 11 15 17 19 20 23 24 27 28 45 48 51 52 53 57 60 64 ;-521.590881;100.000000;0
45;0.010000;0.010000;10;10;1 2 3 6 7 9 10 13 15 19 24 25 26 27 33 34 36 38 39 41 42 47 51 54 55 56 61 63 ;-525.022217;100.000000;0
46;0.010000;0.010000;10;10;1 4 6 7 9 10 13 14 16 17 18 25 26 28 29 35 37 41 42 43 44 49 50 52 54 60 ;-526.347839;100.000000;0
47;0.010000;0.010000;10;10;1 4 9 14 15 17 18 19 23 26 28 32 35 36 38 42 51 54 56 57 59 63 64 ;-525.063843;100.000000;0
48;0.010000;0.010000;10;10;1 4 7 9 10 11 12 13 15 21 23 27 29 36 38 41 46 49 52 54 57 59 60 62 ;-524.458313;100.000000;0
49;0.010000;0.010000;10;10;1 8 9 10 15 16 26 30 31 39 41 46 48 49 51 55 56 57 58 59 60 62 64 ;-522.897949;100.000000;0
50;0.010000;0.010000;10;10;1 2 5 6 9 10 13 18 19 21 22 26 30 33 37 40 41 43 45 46 47 50 55 58 60 61 63 ;-524.960022;100.000000;0
51;0.010000;0.010000;10;10;3 4 6 8 9 10 12 15 18 22 23 25 26 29 30 31 33 34 36 39 47 49 50 53 56 58 59 ;-527.215698;100.000000;0
52;0.010000;0.010000;10;10;4 5 6 8 11 12 13 14 16 18 24 25 27 30 33 39 42 43 44 48 52 57 58 60 62 63 64 ;-529.307678;100.000000;0
53;0.010000;0.010000;10;10;6 7 8 9 17 18 19 22 23 27 28 32 33 35 37 38 40 42 46 48 51 52 53 54 56 ;-529.471680;100.000000;0
54;0.010000;0.010000;10;10;7 11 12 14 17 18 23 25 30 31 36 38 41 46 47 48 49 50 53 55 59 60 61 63 64 ;-529.814819;100.000000;0
55;0.010000;0.010000;10;10;4 5 6 10 11 14 15 18 19 20 21 23 24 26 30 33 36 39 42 43 44 49 58 62 63 ;-530.109070;100.000000;0
56;0.010000;0.010000;10;10;1 6 7 8 13 17 22 24 25 28 30 36 38 39 40 41 44 45 46 48 49 50 52 61 63 ;-530.357117;100.000000;0
57;0.010000;0.010000;10;10;3 4 8 9 15 16 17 20 21 22 24 29 33 36 40 41 44 45 46 47 48 50 59 62 64 ;-530.561401;100.000000;0
58;0.010000;0.010000;10;10;2 3 5 12 14 18 20 23 26 28 31 34 36 39 40 41 44 49 53 55 57 61 63 ;-529.310364;100.000000;0
59;0.010000;0.010000;10;10;4 8 9 10 11 12 14 18 20 24 26 27 28 31 35 38 39 43 47 50 52 55 58 64 ;-528.677979;100.000000;0
60;0.010000;0.010000;10;10;1 2 3 13 17 20 23 26 27 29 30 31 33 38 39 40 41 42 44 48 50 52 57 58 ;-528.266663;100.000000;0
61;0.010000;0.010000;10;10;6 7 8 9 10 12 13 17 19 24 25 27 29 31 33 35 42 46 47 48 49 52 57 59 ;-527.803284;100.000000;0
62;0.010000;0.010000;10;10;1 2 3 5 6 7 10 11 14 15 19 20 24 28 29 30 31 33 34 37 39 45 51 52 54 57 58 64 ;-530.419373;100.000000;0
63;0.010000;0.010000;10;10;4 6 7 12 13 17 19 21 27 28 30 32 38 39 42 43 45 46 50 53 57 62 64 ;-529.428589;100.000000;0
64;0.010000;0.010000;10;10;1 2 3 4 5 6 9 11 13 15 16 17 18 20 22 27 28 33 34 36 42 45 47 48 50 56 60 64 ;-531.656250;100.000000;0
65;0.010000;0.010000;10;10;1 3 6 7 8 11 17 18 19 20 29 31 37 39 40 43 44 46 48 50 52 54 55 58 59 60 ;-532.492310;100.000000;0
66;0.010000;0.010000;10;10;3 5 6 7 9 10 13 15 18 20 23 24 27 34 41 43 44 48 51 52 57 59 64 ;-531.363647;100.000000;0
67;0.010000;0.010000;10;10;2 4 10 11 13 14 15 20 27 31 33 35 36 38 39 40 41 42 45 46 55 56 57 61 64 ;-531.403015;100.000000;0
68;0.010000;0.010000;10;10;2 4 5 6 16 20 23 24 26 27 29 30 31 36 38 39 40 43 44 45 47 48 50 52 54 56 58 62 ;-533.558838;100.000000;0
69;0.010000;0.010000;10;10;1 2 4 6 7 9 14 16 22 24 27 32 34 39 40 41 42 43 48 52 53 54 56 57 59 60 62 64 ;-535.710144;100.000000;0
70;0.010000;0.010000;10;10;5 8 10 13 16 19 20 21 24 28 32 33 36 39 40 41 42 46 47 48 52 53 55 56 59 61 ;-536.428589;100.000000;0
71;0.010000;0.010000;10;10;4 6 7 8 9 10 15 16 17 19 26 27 31 32 34 40 41 42 46 48 58 59 64 ;-535.211243;100.000000;0
72;0.010000;0.010000;10;10;2 5 6 8 9 10 14 15 19 20 21 24 27 30 38 40 48 55 56 59 60 ;-533.000000;100.000000;0
73;0.010000;0.010000;10;10;6 10 11 12 13 14 15 16 20 24 26 29 31 34 43 45 46 49 51 54 55 57 60 61 ;-532.575317;100.000000;0
74;0.010000;0.010000;10;10;2 3 4 5 12 14 16 21 22 23 26 34 44 45 47 49 55 56 58 59 60 ;-530.594604;100.000000;0
75;0.010000;0.010000;10;10;1 3 4 6 9 11 13 16 19 21 24 25 26 27 28 35 37 38 39 40 46 56 61 62 63 64 ;-531.386658;100.000000;0
76;0.010000;0.010000;10;10;4 5 8 9 12 15 17 18 20 21 22 29 31 32 35 36 38 41 46 47 49 52 53 60 62 64 ;-532.210510;100.000000;0
77;0.010000;0.010000;10;10;2 6 7 8 10 18 23 25 26 27 32 36 37 39 40 41 42 44 47 49 54 57 62 63 ;-531.818176;100.000000;0
78;0.010000;0.010000;10;10;4 5 11 12 13 14 15 16 26 31 32 33 34 35 39 43 44 45 46 47 50 51 52 60 61 62 ;-532.435913;100.000000;0
79;0.010000;0.010000;10;10;8 10 12 14 16 18 19 22 24 26 27 28 29 40 43 44 45 46 47 48 58 59 60 63 64 ;-532.329102;100.000000;0
80;0.010000;0.010000;10;10;1 2 4 5 9 10 11 12 17 18 25 29 33 39 41 43 44 49 51 52 53 54 57 58 59 61 ;-532.825012;100.000000;0
81;0.010000;0.010000;10;10;1 4 6 7 13 14 15 16 17 19 20 24 26 28 31 32 37 49 50 51 54 55 56 60 61 62 63 64 ;-534.641968;100.000000;0
82;0.010000;0.010000;10;10;5 7 8 9 16 18 19 20 26 27 30 32 34 38 45 49 50 51 55 58 60 62 63 ;-533.731689;100.000000;0
83;0.010000;0.010000;10;10;1 2 5 10 11 19 20 21 26 27 29 30 32 33 34 35 36 37 42 52 55 56 58 60 61 62 63 64 ;-535.421692;100.000000;0
84;0.010000;0.010000;10;10;2 10 11 15 20 22 25 32 33 36 37 38 40 43 44 46 47 48 51 54 56 57 58 61 ;-535.071411;100.000000;0
85;0.010000;0.010000;10;10;7 12 13 14 16 18 20 23 25 28 34 36 38 40 43 45 47 49 54 59 62 ;-533.317627;100.000000;0
86;0.010000;0.010000;10;10;5 9 11 12 15 16 19 24 26 27 28 30 31 33 34 35 38 40 47 54 56 57 58 59 63 64 ;-533.953491;100.000000;0
87;0.010000;0.010000;10;10;1 4 5 11 16 17 18 23 24 29 30 32 33 35 36 38 46 49 50 51 53 54 55 57 58 59 62 64 ;-535.655151;100.000000;0
88;0.010000;0.010000;10;10;1 2 5 9 10 11 19 21 23 25 26 28 29 32 34 35 37 41 42 45 48 50 51 52 53 55 60 61 ;-537.272705;100.000000;0
89;0.010000;0.010000;10;10;7 8 10 11 12 13 14 15 17 22 28 31 33 35 38 40 41 42 43 46 51 53 55 57 59 60 63 ;-538.359558;100.000000;0
90;0.010000;0.010000;10;10;1 2 9 11 14 17 20 21 22 23 28 29 30 33 34 35 41 46 52 58 62 63 64 ;-537.444458;100.000000;0
91;0.010000;0.010000;10;10;3 5 7 9 11 15 16 19 23 25 31 33 34 36 37 39 40 49 50 53 56 57 59 60 61 ;-537.406616;100.000000;0
92;0.010000;0.010000;10;10;1 4 7 8 11 12 14 19 23 24 25 30 34 36 39 41 42 43 45 46 48 49 50 52 55 57 60 61 64 ;-539.630432;100.000000;0
93;0.010000;0.010000;10;10;2 4 5 9 11 12 13 15 19 23 24 25 28 33 36 37 40 49 51 56 57 60 61 62 ;-539.204285;100.000000;0
94;0.010000;0.010000;10;10;5 9 10 12 17 18 23 29 30 31 36 37 43 46 49 52 56 57 59 63 64 ;-537.574463;100.000000;0
95;0.010000;0.010000;10;10;1 2 6 9 21 29 30 31 32 37 39 40 41 42 47 51 55 58 59 62 64 ;-535.894714;100.000000;0
96;0.010000;0.010000;10;10;1 2 5 8 11 15 21 24 30 31 32 33 34 36 46 49 50 53 55 56 57 58 59 60 64 ;-535.937500;100.000000;0
97;0.010000;0.010000;10;10;1 4 5 6 7 15 18 20 21 28 29 35 39 43 44 48 50 52 57 60 63 ;-534.329895;100.000000;0
98;0.010000;0.010000;10;10;4 8 11 15 16 19 20 21 22 23 25 27 28 30 31 33 36 37 40 43 47 48 50 55 62 ;-534.387756;100.000000;0
99;0.010000;0.010000;10;10;3 5 10 11 14 17 19 28 34 36 38 41 44 45 47 49 51 55 58 59 60 64 ;-533.272705;100.000000;0
3;0.010000;0.010000;10;10;17 18 20 26 31 32 40 45 46 47 48 49 53 55 58 61 63 64 ;-527.940002;100.000000;0
