Trepa-Colinas;;;;
Iteracao;Solucao;MBF;Custo;Best
125;1 3 8 10 12 13 16 17 18 23 25 28 33 34 35 37 38 44 45 47 51 55 61 63 64 ;-495.247986;-546;0
126;5 6 7 9 10 13 15 21 23 26 28 29 31 37 40 42 46 47 50 51 53 54 58 ;-494.888885;-450;0
127;2 3 6 7 8 9 10 11 12 21 22 23 24 26 28 33 35 38 45 48 53 54 61 64 ;-494.866150;-492;0
128;9 10 13 19 20 21 26 27 30 34 37 41 44 45 48 53 54 55 57 58 61 63 64 ;-494.562500;-456;0
129;2 4 6 8 11 12 13 18 22 24 33 34 36 52 53 54 59 63 ;-492.806213;-268;0
130;1 2 3 4 5 6 15 16 17 18 21 22 25 29 33 34 42 45 46 47 48 50 51 52 56 ;-493.092316;-530;0
131;1 2 4 5 6 10 11 12 14 15 20 24 31 36 37 41 46 47 52 56 57 58 60 62 63 ;-493.435120;-538;0
132;3 4 7 11 15 18 20 21 24 30 32 34 39 42 43 49 51 52 55 62 63 64 ;-492.848480;-416;0
133;4 5 6 7 9 12 17 18 21 22 36 37 38 39 40 41 43 44 47 48 53 55 63 64 ;-492.751892;-480;0
134;6 8 9 10 12 13 15 17 18 21 22 23 26 31 34 36 41 45 48 50 53 54 ;-492.149261;-412;0
135;2 8 10 15 17 19 23 27 28 29 33 35 36 38 40 41 44 46 50 51 54 61 62 ;-491.940735;-464;0
136;2 7 10 12 15 16 18 23 25 27 29 33 35 36 37 38 42 46 47 48 53 55 58 59 61 ;-492.338226;-546;0
137;3 7 8 9 13 22 25 26 27 28 29 37 38 40 49 50 51 52 54 55 62 ;-491.489044;-376;0
138;2 8 11 12 15 17 18 20 24 25 27 28 29 33 35 36 44 51 59 61 62 63 ;-490.913055;-412;0
139;2 4 5 6 12 14 20 22 26 30 33 40 41 43 44 46 48 49 50 52 56 60 64 ;-490.604309;-448;0
140;3 6 7 9 11 12 14 15 16 20 22 24 25 26 27 28 30 34 42 45 53 54 56 59 60 61 63 64 ;-491.942871;-678;0
141;5 6 7 10 14 15 16 17 21 25 26 27 31 33 35 39 40 43 45 47 49 51 52 55 59 62 63 64 ;-493.248230;-676;0
142;2 4 10 16 20 21 22 23 24 29 30 31 32 35 37 39 42 43 45 47 51 55 56 60 ;-493.225342;-490;0
143;5 6 8 9 13 14 16 22 24 25 27 31 34 36 42 52 53 54 57 58 59 60 63 ;-492.909088;-448;0
144;1 2 3 4 5 7 10 13 16 17 18 19 24 27 30 33 36 41 43 45 46 47 52 55 57 61 63 ;-493.930542;-640;0
145;2 3 5 7 13 15 19 20 23 24 29 33 39 40 48 51 52 53 55 57 60 61 63 ;-493.627594;-450;0
146;1 2 3 4 7 10 11 12 20 24 29 30 39 41 42 51 52 56 60 61 63 ;-492.808228;-374;0
147;3 4 5 7 8 16 20 24 26 28 29 33 34 35 39 41 45 47 49 50 51 52 53 55 56 57 59 ;-493.700684;-624;0
148;1 2 9 11 13 17 18 25 26 32 38 39 43 45 46 51 56 58 61 63 ;-492.689178;-344;0
149;2 3 4 6 8 17 18 19 20 21 23 24 27 28 36 37 38 40 42 45 46 48 49 52 57 59 62 64 ;-493.892609;-672;0
150;2 3 7 10 12 14 17 18 23 26 27 28 30 31 33 34 35 36 37 41 48 49 55 58 59 ;-494.213348;-542;0
151;3 7 16 19 20 25 32 35 36 37 40 45 47 48 50 63 64 ;-492.529816;-240;0
152;1 5 6 9 13 14 17 19 21 24 29 34 37 38 40 54 56 58 ;-491.013153;-262;0
153;8 9 12 16 19 28 29 31 32 34 39 42 44 47 48 51 52 53 54 55 57 60 61 62 64 ;-491.307190;-536;0
154;2 3 4 10 11 13 14 20 21 22 29 30 34 35 37 40 43 52 56 62 64 ;-490.545441;-374;0
155;2 3 4 6 8 9 11 12 13 14 17 18 19 20 22 23 27 28 31 34 35 36 38 39 40 41 42 48 50 51 54 55 56 59 ;-493.845154;-1002;0
156;3 6 7 11 13 15 18 19 27 34 45 47 48 50 57 58 59 60 61 63 ;-492.794861;-330;0
157;4 8 9 10 12 14 15 19 21 25 26 30 33 34 36 39 42 44 45 47 48 53 58 ;-492.547760;-454;0
158;2 3 4 6 11 12 14 17 18 20 23 24 25 26 27 28 31 32 33 35 36 51 55 59 63 64 ;-493.025330;-568;0
159;2 14 16 20 25 28 31 32 34 35 43 57 59 60 61 62 63 64 ;-491.584900;-264;0
160;1 4 6 13 20 29 31 36 38 39 40 41 44 45 46 48 50 54 59 62 64 ;-490.862488;-376;0
161;6 9 19 20 22 24 26 30 31 33 37 41 42 43 44 45 46 49 55 ;-489.714294;-306;0
162;5 10 11 12 13 17 19 20 21 26 27 28 29 33 36 40 43 46 50 52 55 57 60 62 ;-489.802460;-504;0
163;2 3 7 9 11 12 16 22 25 29 32 36 39 40 41 44 45 46 47 48 51 52 53 56 58 61 62 ;-490.699371;-636;0
164;1 2 3 11 15 20 21 23 24 25 26 29 30 31 32 34 35 43 44 46 51 54 55 56 60 63 ;-491.280487;-586;0
165;2 3 4 6 13 14 17 18 25 26 33 35 36 37 38 51 55 57 60 63 ;-490.351501;-338;0
166;3 4 5 8 12 13 18 19 20 21 22 24 26 27 28 29 30 31 32 34 35 36 39 41 45 51 53 62 ;-491.445770;-672;0
167;1 4 8 11 12 17 25 28 32 35 36 40 43 45 46 48 49 50 51 52 54 58 59 60 62 ;-491.688629;-532;0
168;4 6 8 9 10 11 14 15 18 24 28 30 34 36 38 41 44 47 49 53 54 55 58 60 63 ;-492.035706;-550;0
169;5 8 13 14 15 17 18 20 21 24 25 26 27 30 37 43 47 49 53 55 56 58 59 60 ;-492.035492;-492;0
170;1 2 3 6 9 11 14 16 25 27 28 29 32 35 37 43 46 48 54 58 60 62 64 ;-491.764709;-446;0
171;1 6 10 12 19 21 24 27 28 32 43 44 47 48 49 53 55 59 60 61 63 64 ;-491.263153;-406;0
172;1 8 9 11 13 14 15 16 24 28 29 30 32 33 34 39 40 45 47 48 50 52 55 59 60 62 64 ;-492.034882;-624;0
173;1 3 4 5 7 11 15 17 19 20 22 23 24 27 31 32 38 43 45 46 52 57 58 59 61 62 64 ;-492.786133;-622;0
174;1 3 5 6 13 14 15 16 17 19 21 22 23 25 29 31 34 35 36 37 38 40 41 46 48 53 54 56 57 62 ;-494.379303;-770;0
175;1 4 8 14 15 16 17 18 19 21 23 24 25 27 29 33 35 40 42 43 46 47 54 55 56 57 58 61 62 63 64 ;-496.354279;-840;0
176;1 2 6 7 8 9 13 14 21 23 24 25 26 29 30 32 34 37 39 43 44 47 48 50 53 55 57 58 59 61 ;-497.965912;-780;0
177;5 6 8 16 21 22 23 25 26 29 31 34 37 39 40 41 47 50 55 57 58 62 ;-497.468933;-410;0
178;2 4 5 9 11 13 18 20 21 24 25 28 32 33 34 35 37 45 47 50 ;-496.550568;-334;0
179;3 4 5 6 8 11 12 15 19 22 25 26 28 29 30 31 32 33 36 37 38 44 48 49 50 54 55 56 63 ;-497.877106;-734;0
180;3 4 5 6 8 9 11 13 14 18 19 25 26 33 36 39 41 43 44 48 49 ;-497.188904;-374;0
181;2 3 7 8 11 14 15 19 21 27 29 33 34 38 39 40 49 51 52 55 56 57 58 59 60 61 63 64 ;-498.165741;-674;0
182;4 5 6 8 9 10 11 12 13 15 16 17 18 21 24 25 26 33 37 39 41 42 45 47 48 50 51 52 53 54 55 56 58 ;-500.615387;-944;0
183;3 7 8 11 12 16 17 21 22 23 24 25 27 28 29 30 31 42 45 46 49 50 52 53 54 55 56 57 58 60 62 ;-502.382507;-824;0
184;4 5 9 12 13 14 16 19 20 21 26 28 29 30 31 32 36 44 49 51 58 ;-501.630432;-364;0
185;5 7 11 13 15 21 22 25 31 33 34 38 44 48 55 58 62 ;-500.259460;-248;0
186;1 2 3 6 7 13 14 15 16 17 21 27 28 34 35 36 38 40 45 47 49 56 64 ;-500.000000;-452;0
187;1 2 3 4 14 24 28 29 35 36 40 42 43 44 45 46 47 48 49 53 54 57 58 59 62 64 ;-500.449188;-584;0
188;1 3 7 8 10 13 21 22 25 26 30 32 36 39 40 41 42 44 45 50 52 57 58 59 ;-500.425537;-496;0
189;1 2 4 6 8 9 11 23 25 27 31 34 36 37 38 40 43 44 46 48 53 55 57 59 61 ;-500.560852;-526;0
190;1 2 4 5 6 9 10 11 12 13 23 26 30 31 32 33 34 46 48 51 52 55 56 58 62 64 ;-500.968414;-578;0
191;4 11 12 16 20 22 24 27 29 32 36 43 45 48 56 57 ;-499.465973;-214;0
192;3 7 8 9 11 12 16 19 32 34 35 36 37 39 41 44 45 47 50 51 52 54 57 64 ;-499.416656;-490;0
193;2 6 9 10 13 14 17 18 19 25 26 27 34 35 37 39 41 42 45 46 49 50 53 54 55 59 63 ;-500.020721;-616;0
194;2 4 6 7 8 9 13 14 16 17 18 21 23 25 26 27 28 29 31 36 37 38 41 42 45 50 52 53 58 59 60 61 62 ;-502.329895;-948;0
195;2 3 5 7 10 11 12 14 16 18 25 26 27 28 34 36 38 41 42 43 49 50 52 53 54 56 57 61 63 ;-503.476929;-726;0
196;1 3 6 8 10 11 12 14 16 17 20 21 29 34 35 36 37 42 45 46 51 53 55 60 ;-503.448975;-498;0
197;1 4 8 10 12 15 16 18 20 21 22 25 26 27 31 35 42 43 44 46 47 49 51 56 58 59 61 ;-504.142120;-640;0
198;1 5 7 9 14 17 20 23 24 28 30 32 33 39 40 45 50 54 58 60 63 ;-503.525238;-382;0
199;2 4 8 9 10 17 18 19 20 21 23 25 28 31 32 34 35 36 41 42 47 57 58 62 64 ;-503.668335;-532;0
200;7 13 15 16 17 24 25 26 29 30 31 32 33 34 35 36 46 47 48 49 57 59 ;-503.179993;-406;0
201;4 9 11 13 14 18 19 20 22 24 25 26 27 28 32 33 34 36 39 41 45 49 54 58 63 ;-503.363190;-540;0
202;7 9 11 15 16 18 29 32 34 43 45 46 48 51 52 53 54 57 58 59 63 64 ;-502.970306;-424;0
203;1 5 8 26 27 30 31 33 34 40 43 45 46 47 48 53 60 64 ;-501.862061;-278;0
204;3 5 7 9 10 11 17 21 22 25 29 31 32 35 36 40 42 43 44 49 56 58 59 60 61 63 ;-502.254913;-582;0
205;9 10 12 13 17 20 21 23 24 31 33 36 40 41 44 45 50 52 54 57 58 60 61 ;-502.009766;-452;0
206;1 8 11 13 15 16 22 25 26 28 29 30 32 37 38 40 43 44 45 47 48 54 56 59 60 61 64 ;-502.572815;-618;0
207;1 2 4 5 6 13 17 18 19 21 26 27 28 29 33 37 39 44 51 53 55 57 61 63 64 ;-502.714966;-532;0
208;1 2 5 6 15 16 17 18 20 21 22 25 30 31 32 33 43 47 48 50 52 53 56 58 62 ;-502.865387;-534;0
209;1 2 3 4 10 11 12 13 14 15 16 17 27 30 34 35 36 37 39 40 43 44 46 50 54 55 56 59 ;-503.674652;-672;0
210;1 4 5 7 12 13 15 18 23 24 30 31 41 43 45 47 48 52 54 56 58 59 60 62 63 64 ;-504.038086;-580;0
211;3 4 6 7 10 12 13 15 17 24 25 26 28 29 32 34 36 37 52 55 60 61 ;-503.639801;-420;0
212;5 11 15 17 19 25 27 29 35 36 38 39 40 47 48 49 51 53 54 57 59 61 63 64 ;-503.528290;-480;0
213;8 10 13 14 15 16 21 22 24 26 28 32 33 40 41 42 44 48 49 50 51 53 57 61 62 ;-503.680756;-536;0
214;1 3 4 5 9 11 12 13 22 25 27 28 31 34 36 37 42 43 44 45 46 49 50 51 53 56 57 58 60 ;-504.728973;-728;0
215;6 8 12 15 16 17 20 21 22 33 34 35 37 38 40 48 49 50 57 60 64 ;-504.111633;-372;0
216;2 6 8 14 15 18 20 21 23 26 30 31 33 34 36 37 38 40 46 47 51 53 55 56 60 64 ;-504.481476;-584;0
217;1 2 4 8 9 10 13 15 19 26 28 31 34 38 41 42 47 52 55 ;-503.566833;-306;0
218;1 4 8 9 11 14 24 25 31 32 36 41 42 43 44 45 47 48 49 51 52 59 60 62 63 ;-503.724762;-538;0
219;5 6 8 13 14 15 18 19 20 23 25 27 31 33 35 36 37 39 40 47 51 55 57 59 60 62 63 ;-504.273987;-624;0
220;1 2 3 4 5 6 12 14 15 17 19 20 21 23 24 25 30 34 36 37 38 39 47 51 52 53 54 56 58 60 ;-505.527283;-780;0
