Trepa-Colinas;;;;
Iteracao;Solucao;MBF;Custo;Best
86;10 13 14 15 17 23 24 ;-24.744186;-26;0
87;4 6 18 23 26 ;-24.620689;-14;0
88;3 4 10 20 21 25 26 28 ;-24.704546;-32;0
89;3 4 6 7 8 9 10 23 ;-24.696629;-24;0
90;3 4 5 8 14 16 19 23 ;-24.733334;-28;0
91;6 7 9 13 14 16 17 19 21 ;-24.879122;-38;0
92;3 4 7 10 13 17 18 19 24 27 ;-25.217392;-56;0
93;3 4 16 18 20 ;-25.053764;-10;0
94;8 10 11 17 20 23 27 ;-25.042553;-24;0
95;2 4 5 8 10 ;-24.863157;-8;0
96;8 11 12 13 15 ;-24.645834;-4;0
97;7 11 12 15 18 19 22 23 ;-24.762886;-36;0
98;7 10 12 13 24 25 26 ;-24.755102;-24;0
99;1 2 16 21 24 ;-24.606060;-10;0
100;15 22 26 ;-24.379999;-2;0
101;4 6 7 13 15 16 20 24 ;-24.455446;-32;0
102;2 4 7 14 25 26 28 ;-24.431372;-22;0
103;3 6 9 17 19 22 26 28 ;-24.504854;-32;0
104;1 3 7 9 11 16 17 21 27 ;-24.634615;-38;0
105;2 3 12 15 19 20 22 23 ;-24.761906;-38;0
106;7 9 12 19 22 ;-24.679245;-16;0
107;2 5 10 11 12 15 19 20 26 27 ;-24.934580;-52;0
108;3 5 8 12 17 26 27 28 ;-24.925926;-24;0
109;2 4 5 11 15 24 26 ;-24.935780;-26;0
110;2 9 13 14 15 25 ;-24.836363;-14;0
111;6 7 9 16 20 21 ;-24.738739;-14;0
112;1 4 6 10 12 23 ;-24.660715;-16;0
113;5 7 9 11 15 19 26 27 28 ;-24.814159;-42;0
114;1 4 5 10 18 22 28 ;-24.807018;-24;0
115;6 7 8 10 25 28 ;-24.730434;-16;0
116;5 6 8 15 16 17 19 20 23 ;-24.827587;-36;0
117;4 12 15 24 25 27 28 ;-24.803419;-22;0
118;7 8 10 15 18 20 27 28 ;-24.813559;-26;0
119;6 8 10 12 13 15 17 24 ;-24.857143;-30;0
120;7 14 16 24 25 26 ;-24.799999;-18;0
121;1 4 6 12 14 15 20 ;-24.793388;-24;0
122;1 7 ;-24.573771;2;0
123;2 3 6 14 16 22 23 24 ;-24.601625;-28;0
124;4 8 15 23 25 26 28 ;-24.564516;-20;0
125;4 5 8 14 15 19 22 23 24 25 26 ;-24.799999;-54;0
126;14 17 19 ;-24.619047;-2;0
127;9 16 17 18 23 27 ;-24.566929;-18;0
128;2 6 12 15 16 17 19 23 24 ;-24.734375;-46;0
129;16 21 23 25 27 ;-24.620155;-10;0
130;1 8 15 23 ;-24.461538;-4;0
131;4 6 10 14 17 28 ;-24.396946;-16;0
132;1 9 11 12 20 ;-24.303030;-12;0
133;5 12 14 17 21 23 ;-24.180450;-8;0
134;5 8 12 13 14 26 28 ;-24.179104;-24;0
135;1 2 11 12 16 17 19 22 ;-24.162964;-22;0
136;1 4 6 8 15 20 24 27 ;-24.264706;-38;0
137;1 9 24 28 ;-24.145985;-8;0
138;4 8 9 13 18 19 22 28 ;-24.231884;-36;0
139;2 5 18 20 23 24 25 27 ;-24.287769;-32;0
140;5 8 21 22 ;-24.185715;-10;0
141;1 4 12 19 20 23 25 28 ;-24.226950;-30;0
142;1 6 7 12 15 18 26 27 ;-24.309858;-36;0
143;11 13 16 17 18 27 ;-24.237762;-14;0
144;7 12 14 15 16 20 22 23 27 ;-24.333334;-38;0
145;3 8 18 19 23 27 ;-24.289656;-18;0
146;1 7 16 21 22 27 ;-24.205479;-12;0
147;1 3 7 9 13 19 27 ;-24.231293;-28;0
148;1 9 10 13 17 19 20 ;-24.229731;-24;0
149;1 2 5 6 7 8 14 20 21 23 24 ;-24.523489;-68;0
150;2 5 7 11 15 17 22 24 ;-24.586666;-34;0
151;1 2 8 10 12 16 17 23 26 28 ;-24.728477;-46;0
152;2 3 6 11 14 16 17 18 23 ;-24.815790;-38;0
153;16 17 23 27 ;-24.692810;-6;0
154;5 7 13 15 18 19 25 ;-24.714285;-28;0
155;4 8 11 12 13 14 17 19 21 23 ;-24.838709;-44;0
156;3 6 7 13 19 20 ;-24.794872;-18;0
157;4 10 11 ;-24.649681;-2;0
158;2 14 15 16 20 23 24 25 ;-24.734177;-38;0
159;1 3 8 10 11 12 13 27 ;-24.742138;-26;0
160;16 18 19 24 25 26 ;-24.674999;-14;0
161;1 4 10 11 21 ;-24.583851;-10;0
162;1 2 4 10 13 15 24 ;-24.580246;-24;0
163;5 6 13 14 17 19 21 ;-24.515337;-14;0
164;12 13 14 23 25 ;-24.414635;-8;0
165;1 3 8 16 21 28 ;-24.363636;-16;0
166;6 9 15 ;-24.228916;-2;0
167;1 8 10 12 16 17 19 28 ;-24.239521;-26;0
168;6 9 14 15 23 25 28 ;-24.238094;-24;0
169;1 15 16 19 21 28 ;-24.177515;-14;0
170;4 10 14 15 21 22 23 ;-24.176470;-24;0
171;2 3 13 18 19 27 ;-24.116959;-14;0
172;1 5 9 13 15 22 23 26 ;-24.162790;-32;0
173;9 11 18 22 26 27 28 ;-24.138729;-20;0
174;5 16 24 25 ;-24.045977;-8;0
175;2 3 4 5 11 12 26 27 28 ;-24.160000;-44;0
176;4 8 10 15 22 26 ;-24.090910;-12;0
177;8 10 12 16 23 24 25 28 ;-24.135593;-32;0
178;1 5 7 8 13 16 25 26 ;-24.191011;-34;0
179;3 4 12 15 18 19 21 28 ;-24.234636;-32;0
180;3 7 16 25 ;-24.155556;-10;0
181;6 8 11 18 ;-24.077349;-10;0
182;1 12 13 18 ;-23.978022;-6;0
183;3 6 9 11 15 16 17 18 19 20 26 27 ;-24.251366;-74;0
184;1 6 8 18 21 28 ;-24.228260;-20;0
185;8 9 13 15 19 ;-24.151352;-10;0
186;3 7 8 11 19 20 22 28 ;-24.204302;-34;0
187;2 6 9 10 13 14 16 18 23 28 ;-24.342245;-50;0
188;11 16 18 ;-24.223404;-2;0
189;4 6 12 14 22 23 25 28 ;-24.232803;-26;0
190;1 6 8 18 21 ;-24.178947;-14;0
191;6 12 16 19 20 ;-24.115183;-12;0
192;1 10 20 21 22 26 ;-24.083334;-18;0
193;2 5 23 ;-23.979275;-4;0
194;4 6 11 14 16 22 24 25 28 ;-24.010309;-30;0
195;3 4 9 12 14 19 26 27 ;-24.071795;-36;0
196;6 12 13 20 21 23 26 28 ;-24.112246;-32;0
197;7 8 10 20 25 ;-24.020304;-6;0
198;3 11 13 15 17 18 20 ;-24.000000;-20;0
199;6 7 11 13 16 27 ;-23.959799;-16;0
200;11 19 23 24 25 26 27 ;-23.930000;-18;0
201;4 10 11 12 17 20 23 25 ;-23.980099;-34;0
202;1 4 5 8 10 ;-23.881187;-4;0
203;10 12 17 19 24 ;-23.832512;-14;0
204;4 7 10 11 13 17 19 24 26 ;-23.941177;-46;0
205;1 15 23 25 28 ;-23.882927;-12;0
206;2 4 8 9 10 11 17 21 22 24 ;-24.038836;-56;0
207;6 8 13 27 ;-23.961353;-8;0
208;8 12 18 24 ;-23.884615;-8;0
209;2 5 9 11 13 15 20 ;-23.875599;-22;0
210;7 10 12 14 19 21 24 ;-23.885714;-26;0
211;1 17 20 22 24 ;-23.829384;-12;0
212;2 7 9 ;-23.702829;3;0
213;2 3 6 8 14 18 19 24 27 ;-23.769953;-38;0
214;3 5 8 14 16 ;-23.714952;-12;0
215;1 9 11 16 19 22 27 28 ;-23.744186;-30;0
216;1 7 9 15 18 19 23 25 26 ;-23.837963;-44;0
217;3 8 11 17 18 19 26 ;-23.847927;-26;0
218;7 10 14 23 24 28 ;-23.830275;-20;0
219;7 8 9 10 11 14 16 18 24 27 ;-23.968037;-54;0
220;1 5 6 14 16 17 21 25 ;-23.986364;-28;0
221;1 5 6 7 12 27 28 ;-24.004524;-28;0
222;1 12 19 22 ;-23.932432;-8;0
223;4 6 7 19 20 24 28 ;-23.923767;-22;0
224;4 7 14 18 22 ;-23.870535;-12;0
225;1 3 4 6 15 ;-23.817778;-12;0
226;4 8 10 11 12 13 ;-23.783186;-16;0
227;6 9 10 18 19 22 23 25 27 ;-23.845816;-38;0
228;2 5 6 15 17 23 24 ;-23.855263;-26;0
229;2 3 8 10 13 19 23 ;-23.864630;-26;0
230;2 3 10 17 18 20 22 28 ;-23.891304;-30;0
231;1 8 9 21 22 28 ;-23.874458;-20;0
232;2 4 9 10 20 ;-23.806034;-8;0
233;1 4 8 12 13 14 15 16 19 21 27 28 ;-23.995708;-68;0
234;9 17 18 20 28 ;-23.910257;-4;0
235;7 8 10 12 15 22 23 24 ;-23.927660;-28;0
236;1 2 9 15 20 22 ;-23.894068;-16;0
237;3 14 24 28 ;-23.827003;-8;0
238;5 9 10 11 13 14 15 19 22 23 ;-23.945377;-52;0
239;1 9 13 18 28 ;-23.895397;-12;0
240;2 8 22 24 25 ;-23.837500;-10;0
241;6 20 22 25 ;-23.771784;-8;0
242;3 4 5 14 23 28 ;-23.739670;-16;0
243;10 13 15 18 19 21 28 ;-23.716049;-18;0
244;8 12 17 26 ;-23.635246;-4;0
245;11 20 21 23 25 ;-23.595919;-14;0
246;1 12 13 15 18 25 ;-23.581301;-20;0
247;1 15 16 26 ;-23.518219;-8;0
248;3 10 11 14 18 20 21 ;-23.520161;-24;0
249;12 14 16 17 22 23 ;-23.489960;-16;0
250;1 3 6 8 10 14 21 22 24 ;-23.580000;-46;0
251;5 7 16 19 23 ;-23.533865;-12;0
252;2 6 10 16 19 21 28 ;-23.519842;-20;0
253;5 13 14 15 18 20 ;-23.490118;-16;0
254;2 6 14 16 19 22 23 25 28 ;-23.531496;-34;0
255;7 8 9 19 22 26 ;-23.494118;-14;0
256;3 9 10 15 ;-23.417969;-4;0
257;2 4 5 8 9 17 21 ;-23.428015;-26;0
258;10 15 18 21 ;-23.360466;-6;0
259;14 22 23 26 27 28 ;-23.301159;-8;0
260;7 9 10 21 22 23 ;-23.288462;-20;0
261;3 5 9 11 16 21 22 26 ;-23.344828;-38;0
262;3 4 9 10 12 17 20 ;-23.347328;-24;0
263;3 6 8 13 15 18 26 ;-23.334600;-20;0
264;14 15 24 28 ;-23.276516;-8;0
265;2 4 9 11 28 ;-23.233963;-12;0
266;1 5 7 21 24 25 26 28 ;-23.274437;-34;0
267;3 7 13 15 17 20 ;-23.247190;-16;0
268;2 11 13 14 23 28 ;-23.227612;-18;0
269;2 7 12 15 19 23 ;-23.223049;-22;0
270;4 9 10 13 15 17 18 23 24 27 ;-23.337036;-54;0
271;1 9 16 18 20 22 ;-23.302584;-14;0
272;6 9 16 18 19 26 28 ;-23.283089;-18;0
273;1 6 7 11 14 15 19 26 ;-23.315018;-32;0
274;4 8 10 15 17 18 26 28 ;-23.346716;-32;0
275;7 9 17 18 19 20 22 23 27 ;-23.414545;-42;0
276;7 9 12 16 18 20 22 27 ;-23.445652;-32;0
277;2 3 10 11 13 14 17 21 22 ;-23.512636;-42;0
278;1 2 3 5 12 19 23 25 ;-23.514389;-24;0
279;2 5 6 12 15 16 21 26 ;-23.566309;-38;0
280;1 2 5 7 14 20 22 26 ;-23.596428;-32;0
281;1 2 19 26 ;-23.548042;-10;0
282;10 12 13 17 18 21 24 28 ;-23.563829;-28;0
283;3 7 11 14 19 21 22 25 ;-23.600706;-34;0
284;1 4 23 25 ;-23.531691;-4;0
285;23 28 ;-23.442104;2;0
286;1 4 11 12 13 14 16 17 28 ;-23.479021;-34;0
287;3 12 13 19 22 26 28 ;-23.494774;-28;0
288;8 11 17 19 26 27 ;-23.482639;-20;0
289;7 8 9 13 21 23 ;-23.463667;-18;0
290;5 7 17 20 23 25 ;-23.437931;-16;0
291;4 7 14 16 23 ;-23.398626;-12;0
292;8 10 14 25 26 27 ;-23.352739;-10;0
293;2 4 7 12 15 17 19 20 23 26 27 ;-23.498293;-66;0
294;2 5 10 15 19 20 23 24 26 ;-23.561224;-42;0
295;3 12 15 18 20 23 28 ;-23.555933;-22;0
296;3 5 7 10 11 14 16 17 24 26 ;-23.672297;-58;0
297;5 6 14 20 22 ;-23.639730;-14;0
298;7 10 15 16 18 20 24 25 ;-23.661074;-30;0
299;3 5 7 8 17 19 20 24 ;-23.675585;-28;0
300;4 6 11 17 20 26 28 ;-23.690001;-28;0
301;7 9 12 13 17 24 ;-23.671097;-18;0
302;2 5 6 8 20 22 ;-23.658941;-20;0
303;2 4 8 12 23 28 ;-23.646864;-20;0
304;6 18 20 21 ;-23.582237;-4;0
305;2 9 17 18 23 ;-23.537704;-10;0
306;3 15 17 20 25 26 27 ;-23.539215;-24;0
307;1 5 17 23 27 ;-23.482084;-6;0
308;6 11 12 16 24 28 ;-23.470779;-20;0
309;2 4 7 12 22 ;-23.420712;-8;0
310;1 3 7 16 17 26 ;-23.390322;-14;0
311;2 10 12 ;-23.334406;-6;0
312;10 14 17 ;-23.272436;-4;0
313;1 11 12 13 16 20 23 24 ;-23.300320;-32;0
314;4 5 6 9 11 15 17 ;-23.308918;-26;0
315;3 4 5 8 14 16 18 26 ;-23.349207;-36;0
316;7 9 11 19 22 24 ;-23.332279;-18;0
317;3 9 11 12 13 18 28 ;-23.321766;-20;0
318;8 15 17 22 ;-23.273584;-8;0
319;12 24 27 ;-23.206896;-2;0
320;1 3 8 16 18 19 21 23 25 27 ;-23.296875;-52;0
321;8 11 12 13 14 16 18 22 25 27 ;-23.380062;-50;0
322;14 20 21 ;-23.313665;-2;0
323;5 10 13 16 18 19 23 25 ;-23.340557;-32;0
324;5 7 9 17 27 ;-23.317902;-16;0
325;4 10 22 23 ;-23.264616;-6;0
326;1 2 3 4 10 12 21 25 26 27 28 ;-23.401840;-68;0
327;5 16 23 28 ;-23.348623;-6;0
328;4 9 19 22 26 ;-23.314024;-12;0
329;2 6 7 11 21 24 ;-23.291794;-16;0
330;2 8 11 15 20 ;-23.251514;-10;0
331;1 3 6 22 24 ;-23.205439;-8;0
332;1 3 8 10 18 19 ;-23.183735;-16;0
333;2 3 5 8 16 18 19 ;-23.174173;-20;0
334;9 19 20 23 ;-23.128742;-8;0
335;4 5 7 12 18 26 27 ;-23.149254;-30;0
336;9 10 11 12 16 19 21 22 23 ;-23.217262;-46;0
337;3 4 9 12 14 19 23 27 28 ;-23.278933;-44;0
338;12 17 18 21 23 26 ;-23.251480;-14;0
339;1 3 4 6 15 18 ;-23.235989;-18;0
340;1 3 4 6 11 21 23 24 26 28 ;-23.326471;-54;0
341;1 4 11 14 18 20 22 26 ;-23.357771;-34;0
342;2 5 7 8 12 13 18 24 27 ;-23.412281;-42;0
343;1 3 4 9 23 28 ;-23.396502;-18;0
344;2 4 5 6 11 12 15 17 20 ;-23.450581;-42;0
345;5 6 9 13 19 ;-23.405798;-8;0
346;2 3 6 9 14 16 26 ;-23.407515;-24;0
347;4 6 11 13 16 21 ;-23.374640;-12;0
348;1 5 8 16 23 ;-23.324713;-6;0
349;1 2 5 7 8 19 22 24 ;-23.343840;-30;0
350;2 6 13 15 17 26 28 ;-23.357143;-28;0
351;1 9 12 15 18 19 20 23 26 27 ;-23.438745;-52;0
352;1 12 13 15 18 20 27 28 ;-23.457386;-30;0
353;3 9 10 15 17 23 24 26 ;-23.464590;-26;0
354;1 4 5 7 18 20 ;-23.443502;-16;0
355;2 3 4 8 9 10 13 14 17 19 22 ;-23.557747;-64;0
356;1 3 5 10 13 15 18 19 20 24 ;-23.637640;-52;0
357;1 2 6 7 17 26 27 ;-23.649860;-28;0
358;1 6 7 10 11 13 19 23 ;-23.684357;-36;0
359;6 18 24 ;-23.610027;3;0
360;1 2 3 5 7 13 21 ;-23.605556;-22;0
361;8 10 14 15 17 21 22 28 ;-23.628809;-32;0
362;5 10 16 21 ;-23.585636;-8;0
363;4 8 15 21 28 ;-23.559229;-14;0
364;4 7 24 25 ;-23.510988;-6;0
365;1 3 5 8 14 18 23 27 ;-23.523287;-28;0
366;1 10 16 18 26 28 ;-23.508196;-18;0
367;2 5 7 9 18 21 26 ;-23.514986;-26;0
368;2 4 6 8 12 13 21 23 24 25 ;-23.592392;-52;0
369;3 4 10 28 ;-23.555555;-10;0
370;1 2 3 8 11 22 27 ;-23.540541;-18;0
371;6 7 8 18 21 22 24 ;-23.552561;-28;0
372;2 4 7 20 23 ;-23.521505;-12;0
373;1 2 15 18 19 ;-23.495979;-14;0
374;3 15 19 23 24 25 ;-23.481283;-18;0
375;2 3 7 17 19 20 22 27 ;-23.514668;-36;0
376;3 4 5 6 7 8 15 21 ;-23.537233;-32;0
377;2 4 6 14 24 26 ;-23.511936;-14;0
378;3 5 9 11 13 14 23 27 ;-23.523809;-28;0
379;1 8 17 25 26 28 ;-23.498680;-14;0
380;5 8 10 11 12 13 15 17 23 27 ;-23.542105;-40;0
381;1 4 11 16 22 24 25 28 ;-23.532808;-20;0
382;7 8 13 14 16 17 ;-23.523560;-20;0
383;2 5 10 13 15 20 23 26 27 ;-23.571802;-42;0
384;10 14 17 18 23 26 28 ;-23.572916;-24;0
385;1 2 5 7 8 9 24 25 ;-23.584415;-28;0
386;1 9 11 13 19 26 ;-23.580311;-22;0
387;2 4 6 14 19 21 24 27 28 ;-23.607235;-34;0
388;2 5 7 17 18 21 ;-23.592783;-18;0
389;4 5 6 9 10 14 ;-23.547558;-6;0
390;11 19 23 ;-23.502563;-6;0
391;2 8 10 12 13 17 ;-23.488491;-18;0
392;2 5 6 9 16 23 ;-23.474489;-18;0
393;2 9 10 13 18 20 22 25 26 ;-23.506361;-36;0
394;3 9 21 27 ;-23.467005;-8;0
395;10 11 15 ;-23.412659;-2;0
396;1 2 3 9 15 22 23 27 ;-23.424242;-28;0
397;8 12 17 18 20 26 28 ;-23.405542;-16;0
398;1 3 7 9 10 11 13 15 16 17 ;-23.462311;-46;0
399;4 9 11 ;-23.413534;-4;0
400;2 3 10 13 14 15 20 22 ;-23.440001;-34;0
401;11 17 23 24 27 ;-23.406485;-10;0
402;1 9 16 20 ;-23.363184;-6;0
403;2 9 12 15 19 ;-23.339951;-14;0
404;1 9 11 24 27 ;-23.311882;-12;0
405;3 4 6 7 9 11 13 14 ;-23.313580;-24;0
406;3 6 10 12 15 16 19 22 24 ;-23.374384;-48;0
407;3 5 23 28 ;-23.326782;-4;0
408;6 8 13 16 23 25 26 27 ;-23.352942;-34;0
409;8 10 19 20 22 25 28 ;-23.339853;-18;0
410;6 9 10 19 25 ;-23.292683;-4;0
411;5 12 14 ;-23.228710;3;0
412;7 12 15 19 21 24 25 27 28 ;-23.264563;-38;0
413;4 6 9 18 19 26 ;-23.242130;-14;0
414;4 7 8 14 24 ;-23.219807;-14;0
415;1 2 9 15 21 23 24 26 ;-23.240963;-32;0
416;22 25 26 27 28 ;-23.173077;5;0
417;1 12 20 21 24 27 28 ;-23.170263;-22;0
418;3 9 11 14 16 25 28 ;-23.186604;-30;0
419;10 11 14 17 20 22 25 27 ;-23.207638;-32;0
420;5 6 10 11 14 18 22 23 25 27 ;-23.261906;-46;0
421;8 9 11 15 18 25 ;-23.254156;-20;0
422;1 3 5 7 8 16 21 ;-23.246445;-20;0
423;1 6 15 17 ;-23.215130;-10;0
424;1 2 4 15 25 26 ;-23.202829;-18;0
425;3 10 11 15 16 17 18 27 ;-23.232941;-36;0
426;1 9 14 15 18 22 26 ;-23.244131;-28;0
427;1 3 11 15 22 24 28 ;-23.245901;-24;0
428;7 14 16 18 27 ;-23.224298;-14;0
429;1 4 5 10 16 19 24 25 ;-23.226107;-24;0
430;2 4 9 11 17 18 21 27 ;-23.246511;-32;0
431;1 13 18 28 ;-23.211138;-8;0
432;1 2 11 12 13 15 17 19 ;-23.222221;-28;0
433;3 4 5 8 9 11 13 19 24 ;-23.265589;-42;0
434;1 5 7 8 19 ;-23.230415;-8;0
435;2 6 8 16 20 ;-23.204597;-12;0
436;4 7 16 26 28 ;-23.169725;-8;0
437;7 19 20 25 26 ;-23.135012;-8;0
438;3 5 10 16 22 23 24 27 ;-23.155251;-32;0
439;6 8 10 15 23 ;-23.125284;-10;0
440;2 5 6 8 11 16 17 20 23 27 ;-23.200001;-56;0
441;2 3 7 8 9 11 12 14 18 22 ;-23.256235;-48;0
442;1 5 9 16 22 23 28 ;-23.253393;-22;0
443;1 3 8 9 13 14 21 27 ;-23.268623;-30;0
444;1 3 5 6 9 13 27 ;-23.261261;-20;0
445;6 8 12 13 14 15 16 18 20 25 ;-23.325842;-52;0
446;2 3 10 13 15 19 24 ;-23.327354;-24;0
447;1 2 22 23 ;-23.279642;-2;0
448;2 5 8 9 15 19 ;-23.267857;-18;0
449;7 12 16 17 23 24 25 28 ;-23.282850;-30;0
450;1 12 14 16 21 ;-23.248888;-8;0
451;1 4 10 11 13 19 20 21 25 28 ;-23.308205;-50;0
452;1 3 6 15 18 23 25 27 28 ;-23.349558;-42;0
453;2 5 13 17 18 ;-23.320087;-10;0
454;13 17 21 22 26 27 ;-23.303965;-16;0
455;2 3 6 12 15 16 18 20 21 24 28 ;-23.375824;-56;0
456;1 3 5 8 10 12 16 24 ;-23.385965;-28;0
457;12 16 23 ;-23.343544;-4;0
458;1 3 9 19 21 27 28 ;-23.353712;-28;0
459;13 15 18 23 28 ;-23.328976;-12;0
460;4 7 9 16 18 20 23 24 27 28 ;-23.382608;-48;0
461;4 8 10 17 23 28 ;-23.366594;-16;0
462;3 6 9 17 19 21 22 28 ;-23.385281;-32;0
463;6 10 15 17 ;-23.352053;-8;0
464;10 12 13 16 24 28 ;-23.349138;-22;0
465;3 5 7 9 14 15 18 21 22 25 ;-23.423656;-58;0
466;2 4 7 8 12 19 21 24 26 ;-23.476395;-48;0
467;2 3 5 10 12 15 18 22 24 ;-23.520342;-44;0
468;1 7 8 9 13 14 16 19 24 26 ;-23.589743;-56;0
469;5 6 11 12 23 ;-23.560768;-10;0
470;2 3 9 10 11 14 18 19 20 23 24 ;-23.646809;-64;0
471;9 16 18 19 21 28 ;-23.613588;-8;0
472;4 12 19 22 28 ;-23.588984;-12;0
473;5 11 13 17 20 21 22 23 25 28 ;-23.644821;-50;0
474;1 2 7 9 12 14 15 17 21 23 26 27 ;-23.746836;-72;0
475;4 5 8 14 20 ;-23.717896;-10;0
476;7 12 17 19 26 27 ;-23.710085;-20;0
477;5 6 8 11 18 26 ;-23.706499;-22;0
478;1 3 4 7 8 9 10 12 19 20 21 26 28 ;-23.832636;-84;0
479;4 6 7 8 10 11 15 17 28 ;-23.870564;-42;0
480;7 10 11 14 15 17 19 ;-23.862499;-20;0
481;2 4 5 6 10 13 ;-23.833679;-10;0
482;1 2 13 23 24 ;-23.800829;-8;0
483;5 6 11 14 18 24 ;-23.784679;-16;0
484;7 15 17 23 26 ;-23.756199;-10;0
485;5 8 12 18 20 23 ;-23.736082;-14;0
486;2 3 8 14 17 22 26 ;-23.744856;-28;0
487;2 3 4 5 7 8 9 13 16 20 ;-23.786448;-44;0
488;4 5 11 17 19 25 27 ;-23.778688;-20;0
