Instancias\Testes\Evolutivo Instancia-Ins2-Pr0.050000-Pm0.050000-Ger10-Pop10-Iter100;;;;;;;;
Iteracao;Probbilidade de mutacao;Probabilidade de crossover;Tamanho da populacao;Maximo Geracoes;Solucao;MBF;Percentagem de Invalidos;Melhor
11;0.050000;0.050000;10;10;1 4 5 6 7 9 13 19 20 21 23 24 25 26 28 29 33 34 36 50 53 55 56 58 59 61 63 ;-530.363647;100.000000;0
12;0.050000;0.050000;10;10;2 7 14 16 20 25 31 32 37 38 44 50 53 59 61 63 ;-504.666656;100.000000;0
13;0.050000;0.050000;10;10;1 2 3 6 7 12 15 19 23 24 28 33 40 48 50 51 53 55 56 59 60 61 64 ;-500.769226;100.000000;0
14;0.050000;0.050000;10;10;14 16 21 24 30 32 33 35 36 37 39 46 47 48 51 52 53 57 58 60 62 ;-491.285706;100.000000;0
15;0.050000;0.050000;10;10;1 5 7 12 17 24 28 29 32 35 37 39 40 41 43 44 45 47 48 49 51 55 58 ;-488.533325;100.000000;0
16;0.050000;0.050000;10;10;2 4 5 7 8 9 11 13 16 18 19 21 28 29 30 32 33 34 43 46 47 52 54 56 58 61 ;-495.750000;100.000000;0
17;0.050000;0.050000;10;10;4 6 8 16 17 22 23 24 26 28 35 36 40 41 44 47 48 49 51 53 56 58 59 60 62 63 ;-501.058838;100.000000;0
18;0.050000;0.050000;10;10;5 6 7 9 10 11 17 19 25 26 27 30 34 35 36 43 45 59 63 ;-490.000000;100.000000;0
19;0.050000;0.050000;10;10;2 7 8 9 10 11 12 19 22 23 25 26 27 29 31 38 40 44 45 48 49 50 53 55 57 58 61 ;-497.368408;100.000000;0
20;0.050000;0.050000;10;10;1 4 5 7 10 11 19 21 22 26 27 32 35 39 40 41 43 44 48 51 54 57 60 62 ;-497.899994;100.000000;0
21;0.050000;0.050000;10;10;3 4 7 8 13 14 23 26 27 28 30 31 32 33 36 37 38 45 53 55 56 57 62 ;-495.904755;100.000000;0
22;0.050000;0.050000;10;10;3 4 6 15 20 22 23 25 29 33 36 40 41 46 47 48 49 50 55 56 61 ;-490.909088;100.000000;0
23;0.050000;0.050000;10;10;2 4 5 6 8 9 11 12 14 18 20 28 30 34 36 38 39 43 44 49 52 53 55 56 61 62 64 ;-496.956512;100.000000;0
24;0.050000;0.050000;10;10;4 7 8 9 10 13 15 17 21 26 28 35 38 46 47 48 49 51 54 60 ;-490.583344;100.000000;0
25;0.050000;0.050000;10;10;1 2 3 7 10 11 13 14 20 22 23 24 25 28 29 31 33 34 35 37 48 55 56 61 62 ;-492.799988;100.000000;0
26;0.050000;0.050000;10;10;1 3 5 8 9 11 17 18 19 20 21 24 29 32 35 38 41 42 47 49 51 54 56 57 58 61 62 ;-498.076935;100.000000;0
27;0.050000;0.050000;10;10;2 3 5 6 7 8 10 16 20 21 22 26 27 28 33 36 37 38 41 47 56 57 61 63 ;-498.296295;100.000000;0
28;0.050000;0.050000;10;10;1 3 5 6 7 10 16 17 18 19 20 21 22 25 26 35 37 38 41 43 46 48 51 61 62 ;-499.571442;100.000000;0
29;0.050000;0.050000;10;10;2 3 4 6 7 10 15 17 21 25 26 32 39 40 41 49 50 54 55 56 62 ;-495.448273;100.000000;0
30;0.050000;0.050000;10;10;1 2 7 8 12 13 19 20 23 28 30 31 34 35 37 38 44 46 47 49 52 54 61 62 ;-496.066681;100.000000;0
31;0.050000;0.050000;10;10;2 4 5 6 7 14 17 18 20 21 23 26 30 31 32 33 34 37 42 44 47 48 61 62 63 ;-497.354828;100.000000;0
32;0.050000;0.050000;10;10;1 4 6 11 12 14 15 25 31 34 35 40 41 44 45 47 49 52 55 56 57 59 62 ;-496.625000;100.000000;0
33;0.050000;0.050000;10;10;1 3 5 6 8 14 22 23 26 29 35 36 39 41 45 48 49 51 52 57 60 ;-493.272736;100.000000;0
34;0.050000;0.050000;10;10;3 8 10 14 17 19 20 21 22 25 29 32 35 43 47 48 52 55 58 61 62 64 ;-491.176483;100.000000;0
35;0.050000;0.050000;10;10;2 15 18 20 23 24 27 32 33 38 40 41 42 44 45 46 48 49 54 55 61 62 64 ;-490.114288;100.000000;0
36;0.050000;0.050000;10;10;5 6 8 11 12 16 19 22 35 36 37 39 40 41 42 44 45 47 52 54 55 56 57 60 61 63 ;-492.555542;100.000000;0
37;0.050000;0.050000;10;10;2 3 4 5 6 8 9 14 15 17 19 23 24 26 29 30 42 44 45 49 51 52 53 55 56 58 ;-495.243256;100.000000;0
38;0.050000;0.050000;10;10;1 2 5 7 8 9 14 15 17 21 23 32 33 38 39 41 42 45 46 47 49 50 56 59 61 ;-496.526306;100.000000;0
39;0.050000;0.050000;10;10;5 9 14 15 18 19 20 22 25 26 27 30 32 35 37 39 42 52 54 58 60 62 64 ;-495.384613;100.000000;0
40;0.050000;0.050000;10;10;3 4 13 14 15 16 19 23 24 25 32 34 35 36 38 40 41 47 48 52 53 55 56 58 61 63 ;-497.649994;100.000000;0
41;0.050000;0.050000;10;10;2 5 8 9 12 15 28 32 34 39 41 43 46 48 49 50 52 53 54 55 56 57 61 62 ;-497.804871;100.000000;0
42;0.050000;0.050000;10;10;3 8 9 11 13 17 20 23 27 33 38 42 44 46 47 48 50 52 57 59 60 64 ;-496.047607;100.000000;0
43;0.050000;0.050000;10;10;1 6 8 14 17 18 20 24 26 31 33 34 38 47 50 53 55 56 59 61 62 ;-493.395355;100.000000;0
44;0.050000;0.050000;10;10;2 10 13 14 15 17 21 22 26 29 30 31 34 41 43 45 48 50 55 57 64 ;-490.727264;100.000000;0
45;0.050000;0.050000;10;10;3 15 20 21 23 25 26 27 30 32 35 38 39 40 41 43 50 52 53 55 58 62 64 ;-490.044434;100.000000;0
46;0.050000;0.050000;10;10;2 3 4 6 9 10 11 14 18 19 21 24 26 27 28 34 38 40 44 45 48 52 55 ;-489.391296;100.000000;0
47;0.050000;0.050000;10;10;2 4 8 14 16 19 24 29 30 32 33 34 38 41 43 47 50 51 53 57 ;-486.255310;100.000000;0
48;0.050000;0.050000;10;10;4 6 10 12 18 19 25 26 28 32 33 34 37 38 39 44 46 47 49 57 59 61 62 ;-485.666656;100.000000;0
49;0.050000;0.050000;10;10;4 5 10 11 13 28 29 30 34 38 43 45 46 47 51 52 53 56 57 59 61 62 63 ;-485.061218;100.000000;0
50;0.050000;0.050000;10;10;9 11 12 17 18 22 23 25 32 34 39 40 43 46 47 49 52 54 56 57 60 61 64 ;-484.600006;100.000000;0
51;0.050000;0.050000;10;10;2 4 5 11 15 19 21 24 26 28 30 32 35 36 37 38 39 40 48 53 64 ;-482.470581;100.000000;0
52;0.050000;0.050000;10;10;1 5 6 7 9 12 13 14 15 16 17 26 28 31 34 36 38 40 43 44 45 53 57 58 59 61 64 ;-485.423065;100.000000;0
53;0.050000;0.050000;10;10;2 8 16 17 18 24 26 30 31 32 37 38 41 42 45 48 51 53 54 57 59 60 62 63 ;-485.698120;100.000000;0
54;0.050000;0.050000;10;10;8 10 11 16 18 19 24 26 27 29 30 31 33 35 39 40 42 44 45 52 58 59 63 ;-485.296295;100.000000;0
55;0.050000;0.050000;10;10;2 4 10 12 17 18 19 20 21 23 25 26 29 31 33 35 38 39 47 49 51 55 60 61 64 ;-486.145447;100.000000;0
56;0.050000;0.050000;10;10;7 10 11 12 15 19 20 22 25 28 30 32 33 34 39 42 43 45 47 48 49 52 59 61 ;-486.464294;100.000000;0
57;0.050000;0.050000;10;10;7 10 12 13 21 22 24 33 34 36 37 38 41 46 47 48 52 55 56 58 59 62 ;-485.403503;100.000000;0
58;0.050000;0.050000;10;10;4 6 9 19 20 21 23 25 28 34 39 45 58 60 62 63 64 ;-481.310333;100.000000;0
59;0.050000;0.050000;10;10;2 4 5 10 16 18 21 22 24 29 39 41 42 45 47 48 50 55 56 58 59 61 63 64 ;-481.491516;100.000000;0
60;0.050000;0.050000;10;10;3 5 7 11 12 13 15 16 17 24 29 30 34 36 42 45 51 56 57 58 61 ;-479.766663;100.000000;0
61;0.050000;0.050000;10;10;2 8 9 10 11 12 14 15 19 21 26 27 29 31 33 35 37 44 48 49 50 51 54 59 61 ;-480.852448;100.000000;0
62;0.050000;0.050000;10;10;1 2 5 9 10 11 14 15 16 18 25 27 30 31 34 35 38 45 47 48 51 52 55 58 59 60 64 ;-483.354828;100.000000;0
63;0.050000;0.050000;10;10;1 2 4 8 11 15 17 19 23 27 29 30 31 35 38 42 47 51 52 55 56 57 58 59 ;-483.587311;100.000000;0
64;0.050000;0.050000;10;10;2 3 7 8 9 10 13 22 28 30 32 35 36 37 38 40 44 46 53 58 63 ;-482.062500;100.000000;0
65;0.050000;0.050000;10;10;5 6 10 16 18 19 20 23 27 29 33 34 36 39 44 51 52 53 61 62 63 64 ;-481.200012;100.000000;0
66;0.050000;0.050000;10;10;7 9 12 13 14 15 18 23 24 26 28 33 37 38 39 44 46 52 53 54 55 57 58 59 60 61 ;-482.787872;100.000000;0
67;0.050000;0.050000;10;10;9 10 11 12 15 16 18 19 22 23 33 36 38 42 44 45 47 50 51 53 58 ;-481.283569;100.000000;0
68;0.050000;0.050000;10;10;3 4 7 10 13 14 16 17 23 27 28 29 32 35 36 38 39 41 42 47 ;-479.264709;100.000000;0
69;0.050000;0.050000;10;10;1 16 17 19 20 21 23 24 25 27 28 30 33 35 38 39 43 45 47 55 56 57 61 63 ;-479.449280;100.000000;0
70;0.050000;0.050000;10;10;5 6 7 8 10 15 25 26 30 31 33 35 37 38 41 42 49 50 53 54 55 57 60 61 64 ;-480.285706;100.000000;0
71;0.050000;0.050000;10;10;2 3 7 8 10 16 17 18 22 24 34 35 40 41 44 46 48 49 51 54 55 59 60 62 ;-480.563385;100.000000;0
72;0.050000;0.050000;10;10;3 4 11 12 15 20 21 22 23 26 28 30 33 34 35 36 40 43 49 51 52 54 59 60 63 ;-481.250000;100.000000;0
73;0.050000;0.050000;10;10;1 5 7 12 15 24 26 27 30 35 36 38 41 42 47 50 52 53 54 56 57 63 ;-480.520538;100.000000;0
74;0.050000;0.050000;10;10;1 2 3 4 6 10 11 15 18 21 25 26 28 30 34 39 41 43 46 47 48 53 54 55 61 63 ;-482.000000;100.000000;0
75;0.050000;0.050000;10;10;2 5 6 10 15 17 18 24 26 27 28 29 31 35 38 48 51 52 59 60 62 ;-480.640015;100.000000;0
76;0.050000;0.050000;10;10;1 2 3 10 12 13 15 16 17 19 22 27 28 30 33 41 43 45 47 51 54 57 59 60 61 62 64 ;-482.552643;100.000000;0
77;0.050000;0.050000;10;10;2 3 4 6 8 9 10 15 16 18 22 23 24 25 28 31 33 34 36 41 42 49 50 56 57 63 ;-483.792206;100.000000;0
78;0.050000;0.050000;10;10;2 3 7 9 13 16 17 18 19 20 24 25 33 34 40 45 46 47 50 53 56 57 58 62 63 ;-484.615387;100.000000;0
79;0.050000;0.050000;10;10;2 3 4 5 7 15 17 21 24 25 27 29 30 33 34 37 38 40 48 57 59 61 63 ;-484.202545;100.000000;0
80;0.050000;0.050000;10;10;2 3 9 17 19 23 24 26 28 33 35 37 39 40 42 44 45 47 53 59 60 63 64 ;-483.899994;100.000000;0
81;0.050000;0.050000;10;10;2 4 5 11 12 13 16 22 27 29 33 34 35 38 39 40 41 44 45 46 47 48 49 53 54 57 58 59 61 ;-486.938263;100.000000;0
82;0.050000;0.050000;10;10;1 8 13 21 22 25 33 34 42 43 48 52 54 56 57 58 59 63 ;-484.414642;100.000000;0
83;0.050000;0.050000;10;10;3 5 6 13 14 16 18 22 24 25 26 27 29 31 32 36 43 44 47 50 52 59 62 63 ;-484.530121;100.000000;0
84;0.050000;0.050000;10;10;2 9 11 14 15 17 20 22 24 27 29 30 35 37 48 49 50 55 57 60 ;-483.023804;100.000000;0
85;0.050000;0.050000;10;10;1 3 4 5 10 11 12 16 17 23 25 26 28 36 37 40 41 46 47 51 53 54 55 56 57 62 ;-484.305878;100.000000;0
86;0.050000;0.050000;10;10;2 4 11 12 18 19 23 24 26 27 31 37 41 43 44 47 48 51 56 58 59 60 62 63 ;-484.372101;100.000000;0
87;0.050000;0.050000;10;10;7 10 11 12 15 16 20 21 22 25 26 28 30 32 39 41 46 52 55 59 60 61 62 63 ;-484.482758;100.000000;0
88;0.050000;0.050000;10;10;4 5 6 7 11 18 19 23 25 27 28 31 35 36 47 49 54 55 58 59 60 61 63 ;-484.227264;100.000000;0
89;0.050000;0.050000;10;10;1 3 5 8 11 14 18 20 22 23 25 26 28 30 34 37 39 41 42 46 48 51 53 56 57 64 ;-485.550568;100.000000;0
90;0.050000;0.050000;10;10;3 4 9 13 14 17 21 23 24 29 32 33 35 36 37 42 45 48 49 50 58 62 63 ;-485.288879;100.000000;0
91;0.050000;0.050000;10;10;2 3 4 7 11 13 14 18 20 26 28 32 36 38 46 47 48 55 57 59 60 62 ;-484.571442;100.000000;0
92;0.050000;0.050000;10;10;3 7 9 11 12 14 15 16 18 20 23 27 28 31 32 36 37 38 45 49 55 56 58 62 ;-484.739136;100.000000;0
93;0.050000;0.050000;10;10;3 6 11 15 16 17 18 19 20 28 35 38 41 43 44 46 48 53 54 59 60 62 ;-483.913971;100.000000;0
94;0.050000;0.050000;10;10;12 16 18 20 22 24 25 26 29 31 33 36 43 45 51 57 58 59 64 ;-482.085114;100.000000;0
95;0.050000;0.050000;10;10;2 5 7 8 10 13 15 16 18 19 25 28 30 31 46 48 49 52 55 56 57 61 64 ;-481.936829;100.000000;0
96;0.050000;0.050000;10;10;1 3 4 6 7 10 13 16 20 24 25 26 29 35 36 37 38 39 41 42 51 54 55 58 60 62 64 ;-483.604156;100.000000;0
97;0.050000;0.050000;10;10;2 3 4 5 6 14 16 17 19 20 27 28 34 38 40 42 43 47 49 51 52 55 59 62 64 ;-484.206177;100.000000;0
98;0.050000;0.050000;10;10;2 7 8 9 14 18 22 23 24 25 26 27 28 34 38 39 42 44 45 52 53 54 59 61 64 ;-484.897949;100.000000;0
99;0.050000;0.050000;10;10;1 3 4 6 8 13 14 15 16 19 21 23 24 25 31 34 38 41 42 44 47 49 50 54 55 62 ;-485.979797;100.000000;0
12;0.050000;0.050000;10;10;2 7 14 16 20 25 31 32 37 38 44 50 53 59 61 63 ;-481.119995;100.000000;0
