Trepa-Colinas;;;;
Iteracao;Solucao;MBF;Custo;Best
69;2 3 4 10 16 17 18 20 25 26 32 36 37 45 46 49 60 61 64 ;-477.739136;-304;0
70;2 6 7 8 10 11 15 16 21 22 26 30 34 36 38 40 41 42 43 44 46 47 48 54 55 56 57 60 61 ;-481.228577;-722;0
71;1 5 6 11 13 14 15 16 18 19 20 24 29 30 33 40 44 49 51 52 54 58 59 60 61 62 63 64 ;-484.084503;-684;0
72;7 8 11 13 17 19 20 24 25 29 31 32 34 38 42 45 47 50 53 57 59 64 ;-483.250000;-424;0
73;1 9 10 12 14 19 20 24 25 27 31 34 36 41 43 48 52 55 63 ;-480.849304;-308;0
74;3 6 8 10 14 17 20 22 23 25 28 29 32 34 39 40 41 47 51 60 62 63 64 ;-480.729736;-472;0
75;1 2 4 5 16 21 22 24 30 34 36 44 46 47 48 50 51 53 56 60 61 ;-479.386658;-380;0
76;1 2 3 6 8 14 18 20 21 23 25 28 30 31 33 36 38 41 42 44 45 46 48 52 53 56 60 61 62 ;-482.815796;-740;0
77;6 9 12 13 15 24 27 28 29 31 34 38 42 46 47 49 51 58 ;-480.103882;-274;0
78;3 4 5 6 7 11 17 19 30 33 45 47 48 49 51 52 53 56 59 63 ;-478.333344;-342;0
79;1 10 11 13 16 18 19 23 27 30 34 37 40 41 42 45 47 51 54 55 56 57 61 63 ;-478.708862;-508;0
80;5 6 8 10 12 14 15 16 20 21 25 28 30 31 32 33 36 37 41 42 45 46 48 50 52 53 60 63 64 ;-481.825012;-728;0
81;1 5 10 12 13 21 22 24 26 27 28 30 31 33 38 39 40 48 51 53 56 58 59 60 62 ;-482.592590;-544;0
82;3 6 7 9 10 12 14 19 20 21 22 23 24 31 36 38 39 40 41 44 46 47 48 51 52 53 56 57 64 ;-485.585358;-728;0
83;2 5 7 8 16 17 20 23 25 26 27 32 34 35 36 37 39 43 46 48 49 51 52 53 59 60 62 63 64 ;-488.602417;-736;0
84;1 3 7 8 9 10 13 15 18 19 25 29 31 37 41 42 43 46 47 49 50 53 57 58 61 ;-489.119049;-532;0
85;1 2 4 7 10 13 18 19 20 21 28 31 32 33 35 36 45 51 52 59 62 ;-487.811768;-378;0
86;1 2 8 9 10 12 19 22 26 31 32 34 35 37 39 40 50 60 61 62 ;-486.232544;-352;0
87;2 4 5 6 7 11 20 23 25 30 33 38 43 44 47 49 52 53 58 59 60 ;-485.057465;-384;0
88;1 3 5 6 9 11 13 15 18 19 25 26 27 29 33 36 39 40 41 50 51 52 60 61 62 ;-485.636353;-536;0
89;2 7 8 12 18 19 20 22 27 30 31 32 34 35 36 41 43 44 45 46 50 54 56 59 64 ;-486.269653;-542;0
90;4 9 11 13 18 20 23 26 29 30 31 35 36 38 39 40 41 43 45 48 50 51 52 53 54 59 60 ;-487.866669;-630;0
91;1 4 5 15 16 17 19 21 23 25 27 29 30 32 33 37 38 39 43 52 54 55 57 60 61 ;-488.483521;-544;0
92;1 4 9 10 11 13 15 19 21 26 34 41 42 44 46 47 48 50 52 58 60 61 62 63 ;-488.521729;-492;0
93;2 4 11 12 13 15 18 28 29 31 33 38 42 45 47 48 50 51 55 56 62 63 64 ;-488.193542;-458;0
94;1 4 6 8 9 10 16 17 18 19 20 24 27 29 32 34 36 39 43 51 52 59 63 ;-487.829773;-454;0
95;3 4 7 10 12 14 15 19 21 22 24 25 26 27 31 37 40 41 44 47 48 51 52 54 57 62 63 ;-489.494751;-646;0
96;3 6 18 22 25 27 30 35 37 38 41 43 44 49 50 52 55 62 63 64 ;-488.000000;-346;0
97;1 2 4 7 8 12 13 14 16 18 22 23 24 26 28 33 34 35 37 39 41 44 45 53 54 62 ;-488.948456;-580;0
98;1 3 4 10 15 16 17 19 20 21 25 32 33 35 36 38 39 40 43 46 47 50 52 54 55 56 57 58 59 60 62 63 ;-493.081635;-894;0
99;6 14 15 16 18 19 23 26 29 31 33 36 41 45 49 52 53 59 60 ;-491.252533;-312;0
54;3 6 14 19 21 22 28 29 32 33 34 40 46 47 53 60 ;-486.339996;-220;1
